GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Lint1	Lint2	Lint3	Lint4	Lint5	Lint6	Lski1	Lski2	Lski3	Lski4	Lski5	Lski6	LMint1	LMint2	LMint3	LMint4	LMint5	LMint6	LMski1	LMski2	LMski3	LMski4	LMski5	LMski6	Mint1	Mint2	Mint3	Mint4	Mint5	Mint6	Mski1	Mski2	Mski3	Mski4	Mski5	Mski6	MLint1	MLint2	MLint3	MLint4	MLint5	MLint6	MLski1	MLski2	MLski3	MLski4	MLski5	MLski6
hspg2	protein_coding	chrNC_030683.1:116069621-116148566:+	gi|847173656|ref|XP_012809900.1|	20781	0	PREDICTED: basement membrane-specific heparan sulfate proteoglycan core protein [Xenopus tropicalis]	gi|847173655|ref|XM_012954446.1|	13156	0	PREDICTED: Xenopus (Silurana) tropicalis heparan sulfate proteoglycan 2 (hspg2), mRNA	P98160	72.8	1.00E-10	Basement membrane-specific heparan sulfate proteoglycan core protein	.	.	.	.	pfam00054	Laminin_G_1	Laminin G domain.	GO:0001525|angiogenesis;GO:0044267|cellular protein metabolic process;GO:0022617|extracellular matrix disassembly;GO:0030198|extracellular matrix organization;GO:0006024|glycosaminoglycan biosynthetic process;GO:0006027|glycosaminoglycan catabolic process;GO:0030203|glycosaminoglycan metabolic process;GO:0042157|lipoprotein metabolic process;GO:0001523|retinoid metabolic process;	GO:0005604|basement membrane;GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005925|focal adhesion;GO:0005796|Golgi lumen;GO:0043202|lysosomal lumen;GO:0005886|plasma membrane;	GO:0005509|calcium ion binding;GO:0008022|protein C-terminus binding;	K06255	HSPG2; heparan sulfate proteoglycan 2 (perlecan)	4.737792351	2.231109384	2.467523957	4.176275373	3.692243021	3.503537757	3.544434899	5.363869528	4.071404183	6.235333166	1.62692809	4.369742	3.086744759	2.523317566	3.366577992	2.334774864	2.221601127	2.764761375	3.47093423	2.092681327	2.727508671	2.30965866	3.229480341	2.479046743	3.885660282	3.84912373	2.630186516	2.379191042	4.25967686	3.992316443	2.167811664	2.830449104	2.705592597	4.018060064	2.380153895	4.222385809	3.453347171	3.659303753	4.668820788	3.6545956	3.577880477	3.663236214	3.480296838	6.763221545	2.533976119	3.07390255	3.935210042	4.287212985
nell2	protein_coding	chrNC_030679.1:54574219-54690283:+	gi|148235875|ref|NP_001090754.1|	4339	0	protein kinase C-binding protein NELL2 precursor [Xenopus tropicalis]	gi|148235874|ref|NM_001097285.1|	3892	0	Xenopus (Silurana) tropicalis neural EGFL like 2 (nell2), mRNA	A2VCU8	1675	0	Protein kinase C-binding protein NELL2	.	.	.	.	pfam12947	EGF_3	EGF domain. This family includes a variety of EGF-like domain homologues. This family includes the C-terminal domain of the malaria parasite MSP1 protein.	.	GO:0005576|extracellular region;	GO:0005509|calcium ion binding;	.	.	15.80572898	11.6679623	12.27572247	11.93476797	10.51627553	10.52505616	2.634199243	3.731500961	2.971261615	1.95129528	0.779559865	2.12121996	17.92731969	13.82876478	10.85065368	11.28153317	12.08539236	11.59145729	0.865521502	1.047745927	2.000266062	0.840924741	2.917973492	0.847835195	11.15455324	4.55439918	14.19109883	12.04332038	23.78076107	9.668812412	0.351656568	0.575420013	0.840012359	1.905969042	1.367149104	1.973968743	9.377468142	13.52112187	16.82969863	14.54434357	18.61524374	18.13500338	2.713657638	3.144836574	1.285155455	1.355928003	4.35554109	3.871622681
vegfc	protein_coding	chrNC_030677.1:38327872-38416118:+	gi|301607536|ref|XP_002933363.1|	2186	0	PREDICTED: vascular endothelial growth factor C [Xenopus tropicalis]	gi|847095234|ref|XM_002933317.3|	2029	0	PREDICTED: Xenopus (Silurana) tropicalis vascular endothelial growth factor C (vegfc), mRNA	P49767	578	0	Vascular endothelial growth factor C	.	.	.	.	pfam00341	PDGF	PDGF/VEGF domain.	GO:0001525|angiogenesis;GO:0009887|animal organ morphogenesis;GO:0050930|induction of positive chemotaxis;GO:0016331|morphogenesis of embryonic epithelium;GO:0045776|negative regulation of blood pressure;GO:0008285|negative regulation of cell proliferation;GO:0002576|platelet degranulation;GO:0045766|positive regulation of angiogenesis;GO:0043536|positive regulation of blood vessel endothelial cell migration;GO:0051781|positive regulation of cell division;GO:0008284|positive regulation of cell proliferation;GO:0001954|positive regulation of cell-matrix adhesion;GO:0001938|positive regulation of endothelial cell proliferation;GO:1901492|positive regulation of lymphangiogenesis;GO:0060754|positive regulation of mast cell chemotaxis;GO:0002052|positive regulation of neuroblast proliferation;GO:0050731|positive regulation of peptidyl-tyrosine phosphorylation;GO:0031954|positive regulation of protein autophosphorylation;GO:0050714|positive regulation of protein secretion;GO:0030947|regulation of vascular endothelial growth factor receptor signaling pathway;GO:0042493|response to drug;GO:0001666|response to hypoxia;GO:0007165|signal transduction;GO:0006929|substrate-dependent cell migration;GO:0048010|vascular endothelial growth factor receptor signaling pathway;	GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0016020|membrane;GO:0031093|platelet alpha granule lumen;	GO:0042056|chemoattractant activity;GO:0008083|growth factor activity;GO:0043185|vascular endothelial growth factor receptor 3 binding;	K05449	VEGFC_D; vascular endothelial growth factor C/D	2.079718056	2.863225735	2.672488414	2.407940898	2.15768006	1.411874635	6.057428727	1.829212424	12.43524179	5.029492448	3.896876771	4.698418847	3.096576733	1.896564373	1.9397973	3.75461484	2.867689537	2.88801015	6.968295097	5.814004423	7.208410919	4.218785842	7.751762056	3.713594882	1.568950941	2.310517699	2.055190201	2.550947011	3.505507738	2.032334925	5.068848513	3.159702796	3.427810365	3.417504974	4.618996119	4.351849396	2.968378245	2.070276792	1.74956833	2.127092982	2.740713429	2.374906016	5.040377227	3.815403805	2.84189913	5.988310568	3.935104244	2.901944901
smpdl3a	protein_coding	chrNC_030681.1:68275178-68295361:+	gi|349732204|ref|NP_001025618.2|	2425	0	acid sphingomyelinase-like phosphodiesterase 3a precursor [Xenopus tropicalis]	gi|847127930|ref|XM_012963075.1|	2259	0	PREDICTED: Xenopus (Silurana) tropicalis sphingomyelin phosphodiesterase, acid-like 3A (smpdl3a), transcript variant X1, mRNA	Q92484	583	0	Acid sphingomyelinase-like phosphodiesterase 3a	.	.	.	.	pfam00149	Metallophos	Calcineurin-like phosphoesterase. This family includes a diverse range of phosphoesterases, including protein phosphoserine phosphatases, nucleotidases, sphingomyelin phosphodiesterases and 2'-3' cAMP phosphodiesterases as well as nucleases such as bacterial SbcD or yeast MRE11. The most conserved regions in this superfamily centre around the metal chelating residues.	GO:0009143|nucleoside triphosphate catabolic process;	GO:0070062|extracellular exosome;GO:0005615|extracellular space;	GO:0008081|phosphoric diester hydrolase activity;GO:0008270|zinc ion binding;	K01128	SMPDL3; sphingomyelin phosphodiesterase acid-like 3 [EC:3.1.4.-]	27.36709936	28.0036866	29.35733441	23.7296851	20.5471915	23.38236586	5.522153828	4.527698075	4.555707896	3.596615834	3.207258296	3.293845035	22.87651715	30.17695597	24.80152208	32.70933419	26.61807937	21.90018888	5.454099405	9.838546406	6.100181788	5.74952618	8.101582187	6.10109544	19.39752582	23.99325884	17.58328226	24.18228109	18.17898976	20.66155258	7.097148269	13.312986	12.667318	6.001071636	9.584816109	7.302896627	27.10846413	27.42621175	25.12704411	27.43320079	25.23728831	26.45893715	7.645023961	4.053984549	6.48084777	7.761695167	10.14497152	9.813542168
lum	protein_coding	chrNC_030679.1:46030704-46040500:-	gi|58332414|ref|NP_001011006.1|	1735	0	lumican precursor [Xenopus tropicalis]	gi|58332413|ref|NM_001011006.1|	2090	0	Xenopus (Silurana) tropicalis lumican (lum), mRNA	Q9DE67	476	2.00E-161	Lumican	alr0124_1	80.9	3.00E-15	COG4886	pfam13855	LRR_8	Leucine rich repeat.	GO:0030199|collagen fibril organization;GO:0007601|visual perception;	GO:0005578|proteinaceous extracellular matrix;	.	K08122	LUM; lumican	38.34020167	28.36332841	22.03339582	56.97184314	36.20068737	41.1787339	405.5272082	696.1414408	267.1354671	880.3623392	398.0381274	601.1403436	44.04798626	52.16054826	27.49408796	24.89764391	30.82543606	43.00196717	323.6749494	65.89119033	235.7284689	255.7608516	205.0324449	593.965492	42.52601216	11.33234974	47.77037116	39.48224276	36.59055146	26.88095732	464.5596638	233.6430694	373.0363532	333.8025309	163.3214466	538.2314817	26.4235579	45.70177349	35.28911923	46.65637846	36.96457532	36.24900122	237.4299434	558.7050387	301.1321596	575.2612912	324.7111464	342.4116423
bmp6	protein_coding	chrNC_030682.1:83419275-83504741:+	gi|163915013|ref|NP_001106378.1|	2399	0	bone morphogenetic protein 6 precursor [Xenopus tropicalis]	gi|163915012|ref|NM_001112907.1|	2349	0	Xenopus (Silurana) tropicalis bone morphogenetic protein 6 (bmp6), mRNA	Q04906	639	0	Bone morphogenetic protein 6	.	.	.	.	pfam00688	TGFb_propeptide	TGF-beta propeptide. This propeptide is known as latency associated peptide (LAP) in TGF-beta. LAP is a homodimer which is disulfide linked to TGF-beta binding protein.	GO:0030509|BMP signaling pathway;GO:0051216|cartilage development;GO:0048468|cell development;GO:0006879|cellular iron ion homeostasis;GO:0071281|cellular response to iron ion;GO:0071260|cellular response to mechanical stimulus;GO:0001958|endochondral ossification;GO:0001654|eye development;GO:0040007|growth;GO:0006955|immune response;GO:0006954|inflammatory response;GO:0001822|kidney development;GO:0030539|male genitalia development;GO:0060586|multicellular organismal iron ion homeostasis;GO:0000122|negative regulation of transcription from RNA polymerase II promoter;GO:0001503|ossification;GO:0001649|osteoblast differentiation;GO:0032349|positive regulation of aldosterone biosynthetic process;GO:2000860|positive regulation of aldosterone secretion;GO:0030501|positive regulation of bone mineralization;GO:0032332|positive regulation of chondrocyte differentiation;GO:0045603|positive regulation of endothelial cell differentiation;GO:0001938|positive regulation of endothelial cell proliferation;GO:0031666|positive regulation of lipopolysaccharide-mediated signaling pathway;GO:0045666|positive regulation of neuron differentiation;GO:0045669|positive regulation of osteoblast differentiation;GO:0010862|positive regulation of pathway-restricted SMAD protein phosphorylation;GO:0060391|positive regulation of SMAD protein import into nucleus;GO:0045944|positive regulation of transcription from RNA polymerase II promoter;GO:0042981|regulation of apoptotic process;GO:0045595|regulation of cell differentiation;GO:0043408|regulation of MAPK cascade;GO:0014823|response to activity;GO:0051384|response to glucocorticoid;GO:0010039|response to iron ion;GO:0032026|response to magnesium ion;GO:0032526|response to retinoic acid;GO:0060395|SMAD protein signal transduction;GO:0003323|type B pancreatic cell development;	GO:0005737|cytoplasm;GO:0005615|extracellular space;	GO:0070700|BMP receptor binding;GO:0005125|cytokine activity;GO:0008083|growth factor activity;GO:0005160|transforming growth factor beta receptor binding;	K16620	BMP6; bone morphogenetic protein 6	2.896836185	2.18556978	2.934701378	3.396200545	2.143306799	2.924464506	1.765285231	1.974054276	1.794676838	4.331227581	3.154081295	3.015584618	3.902799212	2.695705458	2.541980316	3.393478914	2.785284665	3.289839858	1.262697152	1.107242222	1.034999775	0.6270379	1.089880204	1.3452242	2.154962223	1.999714021	3.189825536	2.514702713	3.12629781	2.018796644	1.374290034	1.058243703	0.86700783	1.480832852	0.803990385	2.281128136	3.203422244	2.393792951	2.945441856	2.093717686	3.659564644	3.896741235	1.366845591	2.206774094	1.350573877	2.793823557	1.397300024	2.692701169
c4a	protein_coding	chrNC_030684.1:54217914-54263904:-	gi|847153026|ref|XP_012823393.1|	8691	0	PREDICTED: complement component 4A (Rodgers blood group) isoform X1 [Xenopus tropicalis]	gi|847153025|ref|XM_012967939.1|	5258	0	PREDICTED: Xenopus (Silurana) tropicalis complement component 4A (Rodgers blood group) (c4a), transcript variant X1, mRNA	P08649	1150	0	Complement C4	.	.	.	.	pfam07678	A2M_comp	A-macroglobulin complement component. This family includes the complement components region of the alpha-2-macroglobulin family.	GO:0006956|complement activation;GO:0006958|complement activation, classical pathway;GO:0006954|inflammatory response;GO:0045087|innate immune response;	GO:0030424|axon;GO:0030054|cell junction;GO:0030425|dendrite;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0045202|synapse;	GO:0004866|endopeptidase inhibitor activity;	K03989	C4; complement component 4	19.53098091	5.520326251	2.368086833	10.19514856	14.33005979	2.552276466	22.0192692	30.11591732	29.15610572	24.79181746	7.042369274	10.69363039	8.176105151	70.91418944	6.942636549	10.28326754	6.885651792	10.94825154	38.3344792	68.45989513	30.99846818	29.39505151	38.78465501	26.12040271	6.140547038	4.90783703	3.365673559	13.14379078	22.0967136	8.742883455	21.06736461	11.35990478	19.56734672	27.8716484	19.07686111	36.89075355	2.878943606	2.738599067	19.67065901	3.080796369	7.418516181	6.714445974	23.86001721	26.62989172	32.40723802	44.22675223	35.67167059	11.87173313
ccl5	protein_coding	chrNC_030678.1:44440323-44444827:+	gi|512820816|ref|XP_004911784.1|	493	2.00E-61	PREDICTED: C-C motif chemokine 5-like isoform X2 [Xenopus tropicalis]	gi|512820815|ref|XM_004911727.1|	446	0	PREDICTED: Xenopus (Silurana) tropicalis C-C motif chemokine 5-like (LOC100496523), transcript variant X2, mRNA	Q91ZL1	97.1	7.00E-25	C-C motif chemokine 5	.	.	.	.	pfam00048	IL8	Small cytokines (intecrine/chemokine), interleukin-8 like. Includes a number of secreted growth factors and interferons involved in mitogenic, chemotactic, and inflammatory activity. Structure contains two highly conserved disulfide bonds.	GO:0060326|cell chemotaxis;GO:0070098|chemokine-mediated signaling pathway;GO:0007186|G-protein coupled receptor signaling pathway;GO:0006955|immune response;GO:0006954|inflammatory response;GO:0050796|regulation of insulin secretion;GO:1901214|regulation of neuron death;GO:0009615|response to virus;	GO:0005615|extracellular space;	.	.	.	345.1404243	198.7300378	173.8859917	119.1122502	192.3209375	187.4200776	58.25422708	58.0844668	84.36470595	87.49328027	15.22763576	65.91952612	89.9295508	99.64741712	99.49227809	197.2680214	120.2090767	88.84963536	54.97658827	16.24528622	29.7175789	38.76840001	25.44304267	43.83873779	110.9306839	93.22881981	70.48219239	114.3207475	205.7512638	217.903297	63.15625799	50.62663975	28.46371155	29.1369118	28.65324386	53.42822096	179.6919117	105.0638947	316.2285915	122.0966361	168.4517006	234.0220803	71.6954106	67.60994173	82.24665596	108.5012642	64.35799521	95.88239516
LOC100494394	protein_coding	chrNC_030680.1:122474148-122488238:-	gi|301617718|ref|XP_002938270.1|	3407	0	PREDICTED: netrin-4-like [Xenopus tropicalis]	gi|847121230|ref|XM_002938224.3|	2527	0	PREDICTED: Xenopus (Silurana) tropicalis netrin-4-like (LOC100494394), mRNA	Q9JI33	687	0	Netrin-4	.	.	.	.	pfam00055	Laminin_N	Laminin N-terminal (Domain VI).	GO:0030198|extracellular matrix organization;GO:0016322|neuron remodeling;GO:0060668|regulation of branching involved in salivary gland morphogenesis by extracellular matrix-epithelial cell signaling;	GO:0005604|basement membrane;GO:0005886|plasma membrane;	GO:0043237|laminin-1 binding;	K06845	NTN4; netrin 4	2.959637787	6.842122093	3.292393513	2.272065129	2.48426815	2.421491972	2.307571667	2.446671149	1.767858816	2.955899616	1.981754086	1.786090034	4.897650068	2.041780865	6.046308378	4.07252946	5.825455393	5.357433795	1.356337613	0.833201493	1.800049011	1.545872123	1.0404912	1.90175282	5.985657621	2.639116051	3.636925359	4.010776156	4.395756884	2.409454166	2.104094698	1.120327054	1.450685598	2.10374436	1.17086071	2.394857977	3.195661581	5.340422296	3.674024258	5.018010636	4.007585431	3.865362223	0.959406983	3.177060758	1.830850668	2.492098252	1.65542924	1.550789893
olfml3	protein_coding	chrNC_030678.1:67665487-67675124:-	gi|118403662|ref|NP_001072318.1|	2182	0	olfactomedin-like protein 3 precursor [Xenopus tropicalis]	gi|847088505|ref|XM_012965130.1|	3399	0	PREDICTED: Xenopus (Silurana) tropicalis olfactomedin-like 3 (olfml3), transcript variant X1, mRNA	Q0V9V5	843	0	Olfactomedin-like protein 3	.	.	.	.	pfam02191	OLF	Olfactomedin-like domain.	GO:0007275|multicellular organism development;	GO:0005576|extracellular region;	.	.	.	8.00281933	9.360153563	9.226142534	9.348891007	6.49129527	10.17766469	46.07434873	102.0620421	34.11008727	114.1967898	81.89011573	53.64103392	10.6006072	8.213690417	4.83179437	8.667559191	7.194080641	6.883743346	39.4329473	17.14191607	37.34165062	25.24190716	44.11469451	60.15801929	6.378092701	2.995641217	8.973021434	7.855334091	10.23905716	4.569213516	50.14808256	24.65808839	31.50385647	43.46575358	20.74850446	69.18079168	7.522674794	7.594882729	8.217862923	9.864698684	11.57080858	11.41727311	36.91984341	71.78796661	47.24160118	66.34564433	52.54156375	41.24715088
bpi	protein_coding	chrNC_030686.1:30711073-30727760:-	gi|166795971|ref|NP_001107736.1|	2371	0	bactericidal/permeability-increasing protein precursor [Xenopus tropicalis]	gi|166795970|ref|NM_001114264.1|	1586	0	Xenopus (Silurana) tropicalis bactericidal/permeability-increasing protein (bpi), mRNA	P17453	410	2.00E-136	Bactericidal permeability-increasing protein	.	.	.	.	pfam02886	LBP_BPI_CETP_C	LBP / BPI / CETP family, C-terminal domain. The N and C terminal domains of the LBP/BPI/CETP family are structurally similar.	GO:0050829|defense response to Gram-negative bacterium;GO:0006955|immune response;	GO:0005615|extracellular space;GO:0016020|membrane;	GO:0001530|lipopolysaccharide binding;	.	.	48.60532088	53.91436841	49.60985962	39.29535219	28.82197735	41.18228943	63.29130618	26.61904718	35.87038796	25.91022186	34.4723519	31.77491054	53.92750206	47.14743299	45.64532415	56.39741927	70.58814207	37.26947064	48.58902889	36.2335762	28.02340554	31.13817938	53.43163229	31.06211489	32.31822045	50.51592966	42.27357836	52.76293873	64.76236341	45.09951276	49.67204032	52.06866955	69.84089883	53.14601297	50.89772319	42.56556888	62.51748549	41.09159814	44.33305423	44.49667064	35.77684497	40.98064082	61.26045463	18.15778845	70.51925785	38.41324612	74.18487308	78.6901329
bpi	protein_coding	chrNC_030686.1:30827952-30849637:-	gi|847168170|ref|XP_012827185.1|	2355	0	PREDICTED: bactericidal permeability-increasing protein isoform X1 [Xenopus tropicalis]	gi|847168169|ref|XM_012971731.1|	2487	0	PREDICTED: Xenopus (Silurana) tropicalis bactericidal/permeability-increasing protein (bpi), transcript variant X1, mRNA	P17213	394	9.00E-128	Bactericidal permeability-increasing protein	.	.	.	.	pfam02886	LBP_BPI_CETP_C	LBP / BPI / CETP family, C-terminal domain. The N and C terminal domains of the LBP/BPI/CETP family are structurally similar.	GO:0050829|defense response to Gram-negative bacterium;GO:0006955|immune response;GO:0032715|negative regulation of interleukin-6 production;GO:0032717|negative regulation of interleukin-8 production;GO:0043031|negative regulation of macrophage activation;GO:0032720|negative regulation of tumor necrosis factor production;	GO:0005737|cytoplasm;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005887|integral component of plasma membrane;	GO:0001530|lipopolysaccharide binding;	.	.	20.05523065	20.08225282	13.96310888	19.84415291	14.56691634	13.71912575	4.906388977	7.994441225	5.179056991	6.302432614	2.402379041	5.159793378	16.60114812	33.90489047	18.50301372	19.49669586	18.98449528	11.32167403	6.510392437	14.29072516	5.375521277	9.296387871	10.04443054	9.142773393	17.7304776	14.63244797	15.38360138	16.02406647	25.65619051	19.73115403	14.05784231	8.866393982	13.04497749	9.606066112	9.798046242	13.28342157	19.37319654	16.51244253	22.19569099	15.39452509	14.08088293	12.8896124	8.276417081	5.260116484	7.853697252	4.424611915	5.682612567	6.605594425
tnxb	protein_coding	chrNC_030684.1:54121735-54164968:+	gi|512860516|ref|XP_002941313.2|	14254	0	PREDICTED: tenascin-X [Xenopus tropicalis]	gi|847160309|ref|XM_002941267.3|	9544	0	PREDICTED: Xenopus (Silurana) tropicalis tenascin XB (tnxb), mRNA	P22105	304	5.00E-81	Tenascin-X	.	.	.	.	pfam00147	Fibrinogen_C	Fibrinogen beta and gamma chains, C-terminal globular domain.	GO:0030036|actin cytoskeleton organization;GO:0007155|cell adhesion;GO:0030199|collagen fibril organization;GO:0032963|collagen metabolic process;GO:0048251|elastic fiber assembly;	GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005622|intracellular;GO:0005578|proteinaceous extracellular matrix;	GO:0008201|heparin binding;GO:0005178|integrin binding;	K06252	TN; tenascin	6.067410417	9.165521529	4.512472204	5.006871968	4.316020091	5.622804042	9.995586158	14.49848174	8.230846451	16.60399416	9.290054434	10.01229244	6.77517901	5.502085041	5.573224031	4.809813793	6.465328902	5.105704601	7.310603896	9.01527034	8.074259181	6.807734411	21.91439238	3.702527784	5.98327989	2.295859352	6.075768553	6.577411682	7.419862879	2.943197453	5.641679202	7.687534239	4.024285674	7.994300926	7.160280431	10.85433385	5.798668226	6.641722452	5.883812221	6.646608622	7.529442789	6.337560755	10.38324044	14.07595569	7.531415534	8.650723462	12.46986711	9.425634272
gip	protein_coding	chrNC_030686.1:5270215-5277756:-	gi|847167723|ref|XP_012826941.1|	867	8.00E-116	PREDICTED: gastric inhibitory polypeptide isoform X1 [Xenopus tropicalis]	gi|847167722|ref|XM_012971487.1|	667	0	PREDICTED: Xenopus (Silurana) tropicalis gastric inhibitory polypeptide (gip), transcript variant X1, mRNA	P48756	52.8	9.00E-08	Gastric inhibitory polypeptide	.	.	.	.	pfam00123	Hormone_2	Peptide hormone. This family contains glucagon, GIP, secretin and VIP.	GO:0008344|adult locomotory behavior;GO:0055123|digestive system development;GO:0031018|endocrine pancreas development;GO:0035640|exploration behavior;GO:0007565|female pregnancy;GO:0060291|long-term synaptic potentiation;GO:0007613|memory;GO:0043950|positive regulation of cAMP-mediated signaling;GO:0070094|positive regulation of glucagon secretion;GO:0010828|positive regulation of glucose transport;GO:0032024|positive regulation of insulin secretion;GO:0050796|regulation of insulin secretion;GO:0010447|response to acidic pH;GO:0043200|response to amino acid;GO:0048678|response to axon injury;GO:0042493|response to drug;GO:0009749|response to glucose;GO:0033993|response to lipid;GO:0014070|response to organic cyclic compound;GO:0043434|response to peptide hormone;GO:0010269|response to selenium ion;GO:0042594|response to starvation;GO:0019233|sensory perception of pain;GO:0070328|triglyceride homeostasis;	GO:0005615|extracellular space;GO:0043025|neuronal cell body;GO:0034774|secretory granule lumen;	.	K05258	GIP; gastric inhibitory polypeptide	169.664053	217.4625547	253.0354966	336.7977179	264.5586089	290.1951365	0.0	0.278084168	0.0	0.0	0.205700954	0.751865653	168.2859446	50.8960911	429.8807274	177.123744	280.5568804	325.6263918	0.098819777	0.185686584	0.0	0.384045897	1.037371287	0.888286632	545.5199866	352.6452204	396.0768662	567.4446813	56.16027929	336.5246232	0.0	0.0	0.5088959	0.295194736	0.18876296	0.0	259.1103199	181.6264382	204.4471581	254.075767	220.2441086	320.6095872	0.0	0.094776618	0.099091018	0.0	0.096488748	0.0
insl5	protein_coding	chrNC_030680.1:79760070-79764295:-	gi|512840178|ref|XP_004914375.1|	723	4.00E-89	PREDICTED: insulin-like peptide INSL5 [Xenopus tropicalis]	gi|847119592|ref|XM_004914318.2|	960	0	PREDICTED: Xenopus (Silurana) tropicalis insulin-like 5 (insl5), mRNA	Q5CZK5	88.6	6.00E-19	Insulin-like peptide INSL5	.	.	.	.	pfam00049	Insulin	Insulin/IGF/Relaxin family. Superfamily includes insulins; relaxins; insulin-like growth factor; and bombyxin. All are secreted regulatory hormones. Disulfide rich, all-alpha fold. Alignment includes B chain, linker (which is processed out of the final product), and A chain.	GO:2000253|positive regulation of feeding behavior;	GO:0005576|extracellular region;	GO:0001664|G-protein coupled receptor binding;GO:0005179|hormone activity;	K05255	RLN; relaxin	4.246408991	5.871841404	2.907677602	7.209903429	3.075333011	6.029805617	0.0	0.0	0.034590893	0.0	0.0	0.0	11.24539616	10.73354629	3.121720838	2.975994105	2.764230425	4.855310659	0.0	0.0	0.0	0.035205967	0.076077696	0.217147584	6.162027571	12.84808013	3.41124682	6.01625216	11.56879383	19.82615902	0.0	0.0	0.0	0.0	0.0	0.0	3.598679508	13.97940868	6.07934117	5.635551854	12.36488974	2.971996466	0.036022487	0.0	0.0	0.0	0.0	0.0
crispld2	protein_coding	chrNC_030680.1:64499673-64533829:-	gi|73853836|ref|NP_001027499.1|	2724	0	cysteine-rich secretory protein LCCL domain-containing 2 precursor [Xenopus tropicalis]	gi|73853835|ref|NM_001032328.1|	4415	0	Xenopus (Silurana) tropicalis cysteine-rich secretory protein LCCL domain containing 2 (crispld2), mRNA	Q4V9Y5	1053	0	Cysteine-rich secretory protein LCCL domain-containing 2	YJL078c_1	64.3	2.00E-10	COG2340	pfam03815	LCCL	LCCL domain.	.	GO:0005576|extracellular region;	.	.	.	4.34607888	5.29289062	5.626450694	3.504383851	4.64585415	3.543406627	7.044147803	11.69328703	13.29674707	10.42827002	12.95888055	5.963410081	5.022494848	15.29866273	1.471794918	4.419432542	2.799163774	3.092739123	9.136722148	34.89763794	12.02595403	15.95551952	14.68483057	8.782558225	2.306743942	1.129623277	3.420810178	2.858981808	5.059927152	1.657562363	13.01806329	7.491538476	9.333462027	10.5397113	10.16649939	12.26524501	3.090055269	3.679338385	4.045049533	3.543204877	4.707643656	4.271751525	8.786125286	10.62429788	10.31451089	10.27004132	13.09025588	8.346750466
clu	protein_coding	chrNW_016683964.1:36869-39048:+	gi|49522319|gb|AAH75303.1|	796	6.00E-101	MGC89163 protein [Xenopus tropicalis]	gi|56789335|gb|BC088762.1|	702	0	Xenopus tropicalis MGC89163 protein, mRNA (cDNA clone MGC:108473 IMAGE:6998203), complete cds	P14018	185	7.00E-54	Clusterin	.	.	.	.	pfam01093	Clusterin	Clusterin.	GO:0008219|cell death;	GO:0042583|chromaffin granule;GO:0005829|cytosol;GO:0005783|endoplasmic reticulum;GO:0005576|extracellular region;GO:0031966|mitochondrial membrane;GO:0005634|nucleus;	.	.	.	5.50157974	2.605871661	5.587219931	11.27811702	4.33851704	3.618245032	36.64133809	45.97420559	54.22664486	36.04892946	30.0985621	29.11096356	10.6923564	95.88186551	2.835285737	9.6603111	7.335178099	4.221231767	61.40593379	166.9897699	36.53189654	58.93107702	68.50270948	33.38484288	4.206320493	3.634807821	7.42152017	7.17453847	30.24041398	4.003083944	68.5279465	27.73819552	47.578722	71.24117061	64.74596412	103.4496771	5.315998076	3.826999757	7.83417819	6.246225424	5.70336787	4.463046169	70.1919199	65.55733771	34.55326388	86.49781932	58.94898991	27.61819836
cfb	protein_coding	chrNC_030684.1:53744892-53777706:-	gi|512861354|ref|XP_002943021.2|	3444	0	PREDICTED: complement factor B-like [Xenopus tropicalis]	gi|847158885|ref|XM_002942975.3|	3130	0	PREDICTED: Xenopus (Silurana) tropicalis complement factor B-like (LOC100491419), mRNA	P04186	448	3.00E-141	Complement factor B	.	.	.	.	pfam00092	VWA	von Willebrand factor type A domain.	GO:0008283|cell proliferation;GO:0006957|complement activation, alternative pathway;	GO:0072562|blood microparticle;GO:0070062|extracellular exosome;GO:0005615|extracellular space;	GO:0004252|serine-type endopeptidase activity;	K01335	CFB; component factor B [EC:3.4.21.47]	15.9209124	10.32963438	2.26967675	12.07969241	9.178973995	4.115515558	1.175402487	6.808489324	4.205402668	8.423111991	0.174669047	3.052539854	10.32165867	197.5970547	1.863154404	13.49915931	6.82536578	4.068390523	11.64277504	41.72449046	2.396219681	7.68394313	4.206174087	2.598076623	6.501849455	6.515299947	9.427234577	4.076684494	33.95902513	7.229630757	10.1534958	8.790630377	20.02895705	8.877607443	8.31485218	25.80171419	3.037459597	5.010965945	5.382790304	3.526618423	8.976125516	8.094545637	6.068665516	3.983694728	1.051777675	5.590961355	2.027829894	3.369751602
