GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Llun1	Llun2	Llun3	Llun4	Llun5	Llun6	Lmus1	Lmus2	Lmus3	Lmus4	Lmus5	Lmus6	LMlun1	LMlun2	LMlun3	LMlun4	LMlun5	LMlun6	LMmus1	LMmus2	LMmus3	LMmus4	LMmus5	LMmus6	Mlun1	Mlun2	Mlun3	Mlun4	Mlun5	Mlun6	Mmus1	Mmus2	Mmus3	Mmus4	Mmus5	Mmus6	MLlun1	MLlun2	MLlun3	MLlun4	MLlun5	MLlun6	MLmus1	MLmus2	MLmus3	MLmus4	MLmus5	MLmus6
psap	protein_coding	chrNC_030683.1:50935069-50955746:-	gi|62859755|ref|NP_001017285.1|	1972	0	prosaposin precursor [Xenopus tropicalis]	gi|77682256|ref|NM_001017285.2|	1521	0	Xenopus (Silurana) tropicalis prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy) (psap), mRNA	P26779	111	9.00E-25	Prosaposin	.	.	.	.	pfam05184	SapB_1	Saposin-like type B, region 1.	GO:0007193|adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway;GO:0060742|epithelial cell differentiation involved in prostate gland development;GO:0006687|glycosphingolipid metabolic process;GO:0060736|prostate gland growth;GO:0019216|regulation of lipid metabolic process;	GO:0005737|cytoplasm;GO:0005615|extracellular space;GO:0005764|lysosome;	GO:0008047|enzyme activator activity;GO:0001664|G-protein coupled receptor binding;	K12382	PSAP, SGP1; saposin	127.7627732	159.6928676	146.8726866	260.4484028	119.642116	140.6449447	41.29402018	43.74930231	52.84944279	35.62831748	49.31658867	43.33630103	151.0723734	184.1775852	124.3391532	167.3239328	132.9528112	115.1505363	79.89776767	169.5082322	68.32260599	87.80307122	54.5837142	67.49784704	205.3624989	240.2782876	195.5953272	110.9788071	437.7145744	277.9803854	49.66629077	70.52471753	63.04299471	61.77663145	129.8074399	47.8978722	199.1468503	184.0348833	157.5356482	158.148043	157.3249574	157.8890192	63.76781038	52.58734416	73.75703554	45.10235685	53.16618336	100.6071001
avd	protein_coding	chrNC_030677.1:167889684-167894046:+	gi|163915287|ref|NP_001106405.1|	713	1.00E-92	avidin precursor [Xenopus tropicalis]	gi|163915286|ref|NM_001112934.1|	664	0	Xenopus (Silurana) tropicalis avidin (avd), mRNA	P02701	144	2.00E-41	Avidin	.	.	.	.	pfam01382	Avidin	Avidin family.	GO:0019731|antibacterial humoral response;	GO:0005576|extracellular region;	GO:0009374|biotin binding;	.	.	24.91627946	40.03347256	18.5714169	126.1865702	34.19508516	23.16223911	7.482258759	1.234990838	23.40253778	2.674618791	1.399430728	3.228367425	72.38171323	875.7189123	18.45134045	67.64858797	42.14582977	25.26013139	7.25862793	4.851137352	5.645462361	7.300578024	1.487559921	1.299288182	115.9297443	84.9118188	273.0131685	36.1153096	399.5502951	297.2452943	2.274986343	11.41059362	11.97335953	33.62863247	0.484923249	9.914140624	42.81917604	37.02272082	28.204374	20.78100462	32.64305974	28.76055386	1.260641487	0.919095359	0.755037644	9.290401442	1.258122524	5.122163508
fstl1	protein_coding	chrNW_016683629.1:37140-43868:+	gi|113931544|ref|NP_001039221.1|	1085	2.00E-139	follistatin-related protein 1 precursor [Xenopus tropicalis]	gi|113931543|ref|NM_001045756.1|	2043	0	Xenopus tropicalis follistatin like 1 (fstl1), mRNA	Q58D84	302	2.00E-94	Follistatin-related protein 1	.	.	.	.	pfam13499	EF-hand_7	EF-hand domain pair.	GO:0042594|response to starvation;	GO:0070062|extracellular exosome;GO:0005615|extracellular space;	GO:0005509|calcium ion binding;GO:0008201|heparin binding;	.	.	214.6163249	120.4362113	104.7750481	151.1767585	124.9056438	76.54667792	80.48298419	46.05291771	31.23814795	67.12720239	64.20344051	104.5666098	149.6206792	131.8386458	128.0719101	92.54661196	126.2464116	182.3151856	23.05104487	9.658914254	23.55657139	20.2584571	15.79239616	39.9984289	134.662122	99.69092464	90.15556804	116.6984546	91.9919524	79.96510858	76.28864666	30.506884	14.90238287	44.60011835	11.15928787	20.70018667	96.99895058	207.4568139	113.3964161	146.5165923	109.8442509	119.4991722	30.94330361	64.95450437	29.10717243	109.4386096	100.4636719	83.79292513
col2a1	protein_coding	chrNC_030678.1:140468231-140516271:+	gi|847099118|ref|XP_012812117.1|	1562	0	PREDICTED: collagen alpha-1(II) chain isoform X2 [Xenopus tropicalis]	gi|45361284|ref|NM_203889.1|	6071	0	Xenopus tropicalis collagen, type II, alpha 1 (col2a1), mRNA	Q6P4Z2	306	6.00E-83	Collagen alpha-1(II) chain	.	.	.	.	pfam01410	COLFI	Fibrillar collagen C-terminal domain. Found at C-termini of fibrillar collagens: Ephydatia muelleri procollagen EMF1 alpha, vertebrate collagens alpha(1)III, alpha(1)II, alpha(2)V etc.	.	GO:0005581|collagen trimer;GO:0005578|proteinaceous extracellular matrix;	GO:0005201|extracellular matrix structural constituent;GO:0046872|metal ion binding;	.	.	50.78837723	10.40509751	21.74469597	16.54000531	19.95921295	8.837312491	0.515402316	0.253207333	0.191730095	0.861399356	0.259026865	0.440481853	23.61745801	1.61258822	10.8054423	4.369090578	13.17355545	11.92745537	0.140194619	0.021127497	0.068396319	0.043241488	0.101663664	0.099896276	10.58479241	22.21448459	3.782916443	11.61631835	3.978801549	6.264149399	0.263179595	0.216619239	0.098094206	0.315760454	0.053853962	0.197354696	9.05551341	14.08610606	9.601131083	15.92992647	14.05975275	14.04214054	0.064616607	0.193936176	0.125777952	0.660327079	0.199604143	0.253951085
rcn3	protein_coding	chrNC_030683.1:102660411-102672722:+	gi|45361627|ref|NP_989389.1|	1645	0	calumenin precursor [Xenopus tropicalis]	gi|847099163|ref|XM_012956681.1|	2285	0	PREDICTED: Xenopus (Silurana) tropicalis reticulocalbin 3, EF-hand calcium binding domain (rcn3), transcript variant X1, mRNA	Q7SXV9	368	2.00E-119	Calumenin-B	.	.	.	.	pfam13499	EF-hand_7	EF-hand domain pair.	.	GO:0005789|endoplasmic reticulum membrane;GO:0005576|extracellular region;GO:0005794|Golgi apparatus;GO:0042470|melanosome;GO:0033018|sarcoplasmic reticulum lumen;	GO:0005509|calcium ion binding;	.	.	31.2225684	27.27307626	15.27944355	38.99524268	22.42967073	28.86287013	2.149398057	1.376668516	0.944079912	6.703574774	1.734611362	4.917933489	32.50084507	38.33129794	47.76399134	34.79239802	24.83612087	62.49812259	2.243536683	0.988303012	3.311707423	3.300280064	1.126332834	4.263044458	53.84853538	46.82327144	27.15097072	37.07675152	31.99801794	24.5778418	7.930893282	3.439895223	2.012568096	4.932487998	1.511509863	2.352719566	11.46924996	34.70345955	16.45320306	28.59467758	14.73386808	16.5666454	0.954517448	4.121331501	1.574133569	6.629917362	1.69541929	3.801387359
adamts15	protein_coding	chrNC_030683.1:47049967-47095877:+	gi|847147703|ref|XP_012822382.1|	4946	0	PREDICTED: A disintegrin and metalloproteinase with thrombospondin motifs 15 isoform X1 [Xenopus tropicalis]	gi|847147702|ref|XM_012966928.1|	3424	0	PREDICTED: Xenopus (Silurana) tropicalis ADAM metallopeptidase with thrombospondin type 1 motif, 15 (adamts15), transcript variant X1, mRNA	P59384	1380	0	A disintegrin and metalloproteinase with thrombospondin motifs 15	.	.	.	.	pfam05986	ADAM_spacer1	ADAM-TS Spacer 1. This family represents the Spacer-1 region from the ADAM-TS family of metalloproteinases.	.	GO:0009986|cell surface;GO:0005615|extracellular space;GO:0005578|proteinaceous extracellular matrix;	GO:0004175|endopeptidase activity;GO:0050840|extracellular matrix binding;GO:0008201|heparin binding;GO:0004222|metalloendopeptidase activity;GO:0008270|zinc ion binding;	K08629	ADAMTS15; a disintegrin and metalloproteinase with thrombospondin motifs 15 [EC:3.4.24.-]	14.06348118	4.732561691	4.728601756	5.620737736	6.168769797	2.990211338	2.158067905	1.901093123	1.140213064	2.102079959	2.587913856	2.59516449	5.96499256	4.538131283	5.737669161	2.777476991	7.104720815	4.059936029	1.521562998	0.810407561	1.220252513	1.25363461	1.314984832	2.198096468	3.25026684	4.395782781	2.74338627	5.788702618	3.044806804	5.179900163	1.61520495	0.927524196	0.622254154	1.690036067	0.787858985	0.741260459	5.546556992	8.048678138	5.241181141	5.356030528	5.081795014	5.177275779	1.710014855	1.984946038	1.851294224	2.797948406	2.47497796	2.066007509
thbs1	protein_coding	chrNC_030684.1:98501300-98515014:+	gi|301615580|ref|XP_002937245.1|	5815	0	PREDICTED: thrombospondin-1 [Xenopus tropicalis]	gi|847159617|ref|XM_002937199.3|	5537	0	PREDICTED: Xenopus (Silurana) tropicalis thrombospondin 1 (thbs1), mRNA	P35448	2152	0	Thrombospondin-1	.	.	.	.	pfam05735	TSP_C	Thrombospondin C-terminal region. This region is found at the C-terminus of thrombospondin and related proteins.	GO:0007155|cell adhesion;GO:0006954|inflammatory response;GO:0016525|negative regulation of angiogenesis;GO:0006986|response to unfolded protein;	GO:0005783|endoplasmic reticulum;GO:0005615|extracellular space;GO:0016529|sarcoplasmic reticulum;	GO:0005509|calcium ion binding;GO:0050840|extracellular matrix binding;GO:0008201|heparin binding;	.	.	219.663148	112.3982168	251.5027187	135.6704126	164.4143709	140.9493799	11.02677108	8.33015312	6.867142708	12.40523329	11.98467387	10.67087922	118.3130473	185.4053481	121.47296	58.710893	84.19246226	81.23212081	4.98685957	31.71594224	3.617871293	9.097352636	5.775735912	6.468552994	167.4380297	417.6029128	149.2000215	185.2481642	122.0467498	152.2094134	7.205972333	19.3671977	5.06220668	22.47986992	11.45809618	11.89990116	47.45619928	157.1055427	121.8671232	201.0260598	115.6748013	135.328543	8.443623646	3.183054471	3.685870963	10.90753868	5.893462822	16.31046777
adamts2	protein_coding	chrNC_030679.1:21972172-22095302:+	gi|847113036|ref|XP_012815203.1|	6201	0	PREDICTED: A disintegrin and metalloproteinase with thrombospondin motifs 2 isoform X1 [Xenopus tropicalis]	gi|847113035|ref|XM_012959749.1|	4515	0	PREDICTED: Xenopus (Silurana) tropicalis ADAM metallopeptidase with thrombospondin type 1 motif, 2 (adamts2), transcript variant X1, mRNA	Q8C9W3	1587	0	A disintegrin and metalloproteinase with thrombospondin motifs 2	.	.	.	.	pfam05986	ADAM_spacer1	ADAM-TS Spacer 1. This family represents the Spacer-1 region from the ADAM-TS family of metalloproteinases.	GO:0030574|collagen catabolic process;GO:0030199|collagen fibril organization;GO:0030324|lung development;GO:0016485|protein processing;GO:0043588|skin development;GO:0007283|spermatogenesis;	GO:0005578|proteinaceous extracellular matrix;	GO:0004222|metalloendopeptidase activity;GO:0008233|peptidase activity;GO:0008270|zinc ion binding;	K08618	ADAMTS2; a disintegrin and metalloproteinase with thrombospondin motifs 2 [EC:3.4.24.14]	17.01784912	9.059908924	7.382841372	10.14726057	9.488512936	9.032215747	2.874723173	1.562299723	1.291488857	3.503066152	2.543400802	5.477153239	10.48352734	9.911577916	10.09767401	6.508223186	8.496867263	9.894487822	0.766314572	0.650912765	0.634428315	0.891726719	0.606219717	1.764980139	11.84456053	10.89614082	6.609742546	8.705509148	8.059064886	8.05364008	2.228460084	1.754557822	0.498278018	1.67727583	0.3746526	0.805195828	7.026472937	18.21791083	7.898422363	15.19766056	9.664841115	8.864955895	0.963270935	2.769369623	2.15628751	7.557178358	5.38582745	4.47225791
postn	protein_coding	chrNC_030678.1:148502816-148562230:+	gi|163915007|ref|NP_001106376.1|	4014	0	periostin precursor [Xenopus tropicalis]	gi|163915006|ref|NM_001112905.1|	3244	0	Xenopus (Silurana) tropicalis periostin, osteoblast specific factor (postn), mRNA	Q15063	1044	0	Periostin	MA1996	74.7	1.00E-13	COG2335	pfam02469	Fasciclin	Fasciclin domain. This extracellular domain is found repeated four times in grasshopper fasciclin I as well as in proteins from mammals, sea urchins, plants, yeast and bacteria.	GO:1990523|bone regeneration;GO:0007155|cell adhesion;GO:0044344|cellular response to fibroblast growth factor stimulus;GO:0071560|cellular response to transforming growth factor beta stimulus;GO:0071356|cellular response to tumor necrosis factor;GO:0071307|cellular response to vitamin K;GO:0030198|extracellular matrix organization;GO:0001953|negative regulation of cell-matrix adhesion;GO:1900025|negative regulation of substrate adhesion-dependent cell spreading;GO:1990138|neuron projection extension;GO:1904209|positive regulation of chemokine (C-C motif) ligand 2 secretion;GO:0014911|positive regulation of smooth muscle cell migration;GO:0008593|regulation of Notch signaling pathway;GO:0003073|regulation of systemic arterial blood pressure;GO:0032355|response to estradiol;GO:0001666|response to hypoxia;GO:0009612|response to mechanical stimulus;GO:0014850|response to muscle activity;GO:0001501|skeletal system development;	GO:0031012|extracellular matrix;GO:0005615|extracellular space;GO:0031594|neuromuscular junction;GO:0005578|proteinaceous extracellular matrix;GO:0005802|trans-Golgi network;	GO:0050839|cell adhesion molecule binding;GO:0008201|heparin binding;GO:0046872|metal ion binding;	.	.	15.89666939	46.28892033	6.78614503	49.69659069	29.04671747	21.77453172	45.63602187	36.86342933	26.05629893	83.62663138	29.92384033	64.65161074	11.34971514	34.41554064	6.36769768	12.54693665	4.55699404	8.101754194	12.3072113	46.04936715	10.09569451	32.18893914	10.8044266	17.79780121	16.66113689	9.298471057	21.51146282	9.594672373	11.6925374	16.49957187	38.01919675	35.8448278	12.17275216	38.49099909	31.78993803	20.83853794	26.7434626	38.13526469	8.161666997	21.14771734	12.39190453	9.005562453	26.6857239	20.53467256	11.72561506	51.15152453	18.47778522	50.68241307
c4a	protein_coding	chrNC_030684.1:54217914-54263904:-	gi|847153026|ref|XP_012823393.1|	8691	0	PREDICTED: complement component 4A (Rodgers blood group) isoform X1 [Xenopus tropicalis]	gi|847153025|ref|XM_012967939.1|	5258	0	PREDICTED: Xenopus (Silurana) tropicalis complement component 4A (Rodgers blood group) (c4a), transcript variant X1, mRNA	P08649	1150	0	Complement C4	.	.	.	.	pfam07678	A2M_comp	A-macroglobulin complement component. This family includes the complement components region of the alpha-2-macroglobulin family.	GO:0006956|complement activation;GO:0006958|complement activation, classical pathway;GO:0006954|inflammatory response;GO:0045087|innate immune response;	GO:0030424|axon;GO:0030054|cell junction;GO:0030425|dendrite;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0045202|synapse;	GO:0004866|endopeptidase inhibitor activity;	K03989	C4; complement component 4	23.45410522	18.23156246	8.999723267	103.6633178	11.11530695	8.247496178	1.710928912	0.220643524	2.908300571	2.277739874	3.166023927	6.86734748	12.8109227	414.5565428	6.161469124	46.79503843	8.508107155	19.37388828	0.61082423	4.160747786	0.317867675	6.342867789	0.236237804	3.623821134	18.12778764	35.53632765	21.06635525	6.352601628	167.9933377	85.98510398	0.929564312	2.076369393	1.279015667	1.227114586	1.288957282	0.965467133	37.55011903	21.29801682	19.17965244	8.251361395	19.95689366	24.14438314	1.751759883	0.450653208	0.828105803	4.854983979	10.37806138	20.52406069
cetp	protein_coding	chrNC_030680.1:54043208-54070734:-	gi|147903954|ref|NP_001088804.1|	2307	0	cholesteryl ester transfer protein, plasma precursor [Xenopus laevis]	gi|147903953|ref|NM_001095335.1|	1082	0	Xenopus laevis cholesteryl ester transfer protein, plasma (cetp), mRNA	Q3V6R6	552	0	Cholesteryl ester transfer protein	.	.	.	.	pfam02886	LBP_BPI_CETP_C	LBP / BPI / CETP family, C-terminal domain. The N and C terminal domains of the LBP/BPI/CETP family are structurally similar.	GO:0008203|cholesterol metabolic process;GO:0030301|cholesterol transport;GO:0034375|high-density lipoprotein particle remodeling;GO:0043691|reverse cholesterol transport;GO:0034197|triglyceride transport;GO:0034372|very-low-density lipoprotein particle remodeling;	GO:0005615|extracellular space;GO:0034364|high-density lipoprotein particle;	GO:0017127|cholesterol transporter activity;GO:0008289|lipid binding;	.	.	26.00341383	46.83908948	30.51529349	37.84912823	30.02749753	17.98778193	1.322808783	0.60812557	0.446522463	1.219238576	1.493045478	0.50993957	22.20591258	43.9352046	24.85560688	25.26263059	27.14722689	30.78765353	0.459141876	0.304450212	0.209066798	0.311557972	0.266361409	0.232649607	26.66579603	24.31802393	19.27891222	21.83491946	23.60078551	17.81899501	0.744700279	0.34052878	0.114226372	0.370858843	0.451516042	0.163286643	19.81791896	45.40929209	32.11303396	45.3009143	29.49968355	22.80925606	0.395026726	1.337151999	1.153395118	0.810972141	0.49681958	0.345986349
tgfbi	protein_coding	chrNC_030679.1:26592857-26628941:+	gi|118403632|ref|NP_001072329.1|	3627	0	transforming growth factor-beta-induced protein ig-h3 precursor [Xenopus tropicalis]	gi|118403631|ref|NM_001078861.1|	2703	0	Xenopus tropicalis transforming growth factor beta induced (tgfbi), mRNA	P55906	1066	0	Transforming growth factor-beta-induced protein ig-h3	all4894	95.5	2.00E-21	COG2335	pfam02469	Fasciclin	Fasciclin domain. This extracellular domain is found repeated four times in grasshopper fasciclin I as well as in proteins from mammals, sea urchins, plants, yeast and bacteria.	GO:0007155|cell adhesion;GO:0008283|cell proliferation;	GO:0005578|proteinaceous extracellular matrix;	GO:0050840|extracellular matrix binding;	K19519	TGFBI, BIGH3; transforming growth factor-beta-induced protein	63.78429139	36.46667448	40.53129179	84.48972289	61.80828713	44.41159078	43.90661102	22.38785302	15.10059463	73.34674312	14.78188351	33.63183587	47.81749032	96.18395124	40.47556083	43.16888945	49.43519813	47.19083305	15.931565	7.725687319	9.875928275	12.9172741	12.32505192	19.38225166	59.89029009	55.71125209	28.95559304	39.50788932	65.76431501	57.81623202	42.30867043	22.30097453	10.84073762	51.25746665	4.750501335	23.25694475	49.14549696	91.81601504	60.70029947	83.17791401	73.93784518	72.51043987	15.99456929	16.37685387	4.434215933	41.11813542	9.522283988	43.8652649
emilin1	protein_coding	chrNW_016684024.1:32372-41557:-	gi|148234006|ref|NP_001090870.1|	5021	0	EMILIN-1 [Xenopus tropicalis]	gi|148234005|ref|NM_001097401.1|	3201	0	Xenopus (Silurana) tropicalis elastin microfibril interfacer 1 (emilin1), mRNA	Q9Y6C2	666	0	EMILIN-1	.	.	.	.	pfam07546	EMI	EMI domain. The Pfam alignment is truncated at the C-terminus and does not include the final cysteine defined in Callebaut et al. This is to stop the family overlapping with other domains.	GO:0007155|cell adhesion;	GO:0005581|collagen trimer;GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005576|extracellular region;GO:0005578|proteinaceous extracellular matrix;	.	.	.	42.13102432	21.03846056	26.91186929	29.78315024	28.3516662	14.972065	1.894719023	0.779677394	1.147954013	1.402431913	1.579241918	1.924101883	27.00514341	15.51715751	27.92642742	18.85012201	24.94574905	40.36657039	0.611558045	0.56923915	0.719571585	1.16505746	0.508695371	1.828517981	28.25227344	25.8529679	23.09341547	26.84133686	25.40485831	21.04907057	1.766637203	1.133925733	0.654446458	1.475200601	0.928633509	1.087455374	21.293073	35.82752193	22.1504263	26.54790535	22.8572163	28.63585078	1.740968302	0.958613917	1.145751115	2.144477879	2.550681967	2.736886461
pdlim2	protein_coding	chrNC_030679.1:119562823-119570334:+	gi|301606299|ref|XP_002932747.1|	807	1.00E-102	PREDICTED: PDZ and LIM domain protein 2 [Xenopus tropicalis]	gi|847111239|ref|XM_002932701.3|	1268	0	PREDICTED: Xenopus (Silurana) tropicalis PDZ and LIM domain 2 (mystique) (pdlim2), transcript variant X1, mRNA	Q8R1G6	155	7.00E-41	PDZ and LIM domain protein 2	.	.	.	.	pfam00412	LIM	LIM domain. This family represents two copies of the LIM structural domain.	.	GO:0015629|actin cytoskeleton;GO:0030864|cortical actin cytoskeleton;GO:0070062|extracellular exosome;GO:0005925|focal adhesion;GO:0001725|stress fiber;	GO:0008270|zinc ion binding;	.	.	41.99324392	28.37135317	34.57662877	29.36766564	30.16185852	17.05123124	1.219140552	0.42166789	1.021726171	0.712300566	1.200904002	1.637664938	32.65566792	28.81108623	46.33354446	23.48351766	39.0735468	40.18311358	0.420240691	0.717748781	0.273362051	0.691299294	0.355532498	1.064690858	34.98266983	29.97744369	21.75523022	44.00769412	27.20329099	26.10913124	0.799413173	0.519461984	0.130685558	1.784222825	0.301336118	0.705745761	30.46363292	36.63203284	43.1552582	34.68353157	41.58904478	26.23212334	0.688681431	0.489544264	0.963510832	1.072155989	2.792177926	1.380366704
apoe	protein_coding	chrNC_030683.1:101372175-101377797:+	gi|49522289|gb|AAH75258.1|	1238	1.00E-164	apoe protein, partial [Xenopus tropicalis]	gi|847105036|ref|XM_002941039.3|	1749	0	PREDICTED: Xenopus (Silurana) tropicalis apolipoprotein E (apoe), transcript variant X4, mRNA	O42364	132	3.00E-33	Apolipoprotein Eb	.	.	.	.	pfam01442	Apolipoprotein	Apolipoprotein A1/A4/E domain. These proteins contain several 22 residue repeats which form a pair of alpha helices. This family includes: Apolipoprotein A-I. Apolipoprotein A-IV, and Apolipoprotein E.	GO:0006695|cholesterol biosynthetic process;GO:0006707|cholesterol catabolic process;GO:0033344|cholesterol efflux;GO:0042632|cholesterol homeostasis;GO:0034380|high-density lipoprotein particle assembly;GO:0042159|lipoprotein catabolic process;GO:0043524|negative regulation of neuron apoptotic process;GO:0031102|neuron projection regeneration;GO:0033700|phospholipid efflux;GO:0010873|positive regulation of cholesterol esterification;GO:0046889|positive regulation of lipid biosynthetic process;GO:0051000|positive regulation of nitric-oxide synthase activity;GO:0030516|regulation of axon extension;GO:1900221|regulation of amyloid-beta clearance;GO:0032374|regulation of cholesterol transport;GO:0043691|reverse cholesterol transport;GO:0019433|triglyceride catabolic process;GO:0034372|very-low-density lipoprotein particle remodeling;	GO:0072562|blood microparticle;GO:0042627|chylomicron;GO:0034364|high-density lipoprotein particle;GO:0034363|intermediate-density lipoprotein particle;	GO:0001540|amyloid-beta binding;GO:0015485|cholesterol binding;GO:0017127|cholesterol transporter activity;GO:0050750|low-density lipoprotein particle receptor binding;GO:0060228|phosphatidylcholine-sterol O-acyltransferase activator activity;GO:0005543|phospholipid binding;GO:0070326|very-low-density lipoprotein particle receptor binding;	K04524	APOE; apolipoprotein E	63.67834166	18.87666073	51.75844864	90.36435776	24.51991993	6.546045122	5.437178189	1.935170829	15.13278855	4.886957791	18.55541484	34.4359192	16.23394701	43.66366175	16.98966019	20.43258005	23.06816997	27.67426983	3.155925187	3.452516053	5.512404325	33.63673727	2.161411851	14.51056887	37.57406733	31.54782122	14.78671889	12.3665281	31.01753416	9.815328771	6.810915903	3.720453126	3.271409709	1.888229012	3.196901421	1.835951967	142.8920833	36.05779394	44.67152403	16.14423123	59.3946325	66.3155499	24.60226264	3.097691766	4.194653579	22.36578125	32.75112603	11.92461346
a2m	protein_coding	chrNW_016683499.1:32552-61070:+	gi|847172643|ref|XP_012809557.1|	7666	0	PREDICTED: alpha-2-macroglobulin [Xenopus tropicalis]	gi|847172642|ref|XM_012954103.1|	4773	0	PREDICTED: Xenopus (Silurana) tropicalis alpha-2-macroglobulin (a2m), mRNA	P01023	1418	0	Alpha-2-macroglobulin	TM0984	86.7	5.00E-16	COG2373	pfam07678	A2M_comp	A-macroglobulin complement component. This family includes the complement components region of the alpha-2-macroglobulin family.	GO:0007597|blood coagulation, intrinsic pathway;GO:0022617|extracellular matrix disassembly;GO:0001869|negative regulation of complement activation, lectin pathway;GO:0002576|platelet degranulation;GO:0051056|regulation of small GTPase mediated signal transduction;GO:0048863|stem cell differentiation;	GO:0072562|blood microparticle;GO:0005829|cytosol;GO:0070062|extracellular exosome;GO:0005576|extracellular region;GO:0031093|platelet alpha granule lumen;	GO:0048306|calcium-dependent protein binding;GO:0019899|enzyme binding;GO:0019838|growth factor binding;GO:0005096|GTPase activator activity;GO:0019966|interleukin-1 binding;GO:0019959|interleukin-8 binding;GO:0002020|protease binding;GO:0005102|receptor binding;GO:0004867|serine-type endopeptidase inhibitor activity;GO:0043120|tumor necrosis factor binding;	K03910	A2M; alpha-2-macroglobulin	8.733237544	1.54504651	4.679129445	3.263918118	5.218389504	1.333190376	0.134878016	0.094700868	0.396101661	0.139658978	0.491583625	0.236441091	8.040315222	16.73955825	5.522879411	1.738707163	5.941415996	2.779696515	0.299620122	0.189643066	0.058469901	0.31883013	0.45627291	0.355826002	3.014753925	5.062717278	2.237922218	4.269762178	5.412815471	2.511763049	0.337476159	0.083331493	0.307478257	0.111696769	0.234794252	0.079916416	3.825102411	2.404287222	4.303434776	2.598488025	5.853849456	4.620198795	0.303813075	0.039266064	0.147845068	0.158763719	0.524703904	0.989952917
thbs2	protein_coding	chrNC_030681.1:40393813-40426951:+	gi|847131343|ref|XP_012819195.1|	5795	0	PREDICTED: thrombospondin-2 [Xenopus tropicalis]	gi|847131342|ref|XM_012963741.1|	3801	0	PREDICTED: Xenopus (Silurana) tropicalis thrombospondin 2 (thbs2), mRNA	P35440	1880	0	Thrombospondin-2	.	.	.	.	pfam05735	TSP_C	Thrombospondin C-terminal region. This region is found at the C-terminus of thrombospondin and related proteins.	GO:0007155|cell adhesion;GO:0016525|negative regulation of angiogenesis;	GO:0031012|extracellular matrix;	GO:0005509|calcium ion binding;GO:0008201|heparin binding;	K04659	THBS2S; thrombospondin 2/3/4/5	14.54922166	5.203253636	8.609738775	11.66035513	9.101071037	6.19068239	1.03304218	0.441648051	0.685986719	0.63765125	1.151043733	2.12758642	6.970189111	9.040823718	11.88328069	6.371415787	11.41025779	13.28153146	0.432629239	0.850405356	0.183535219	1.148742017	0.429667988	2.215982919	9.209228639	8.539306853	5.589437815	9.595080493	8.731086206	7.251998299	0.67796946	0.854478312	0.193032958	1.647879791	0.641633918	0.618776086	6.954633687	16.22793026	6.82856849	12.58227059	7.782375536	11.74323648	0.780267188	0.164339954	0.303762187	1.146215187	0.321371593	1.014004045
cpq	protein_coding	chrNC_030682.1:114600079-114803247:-	gi|512846357|ref|XP_002943828.2|	2344	0	PREDICTED: carboxypeptidase Q [Xenopus tropicalis]	gi|512846360|ref|XM_004915138.1|	1852	0	PREDICTED: Xenopus (Silurana) tropicalis carboxypeptidase Q (cpq), transcript variant X2, mRNA	Q6GQ29	845	0	Carboxypeptidase Q	CC2544	197	1.00E-54	COG2234	pfam04389	Peptidase_M28	Peptidase family M28.	GO:0043171|peptide catabolic process;GO:0006508|proteolysis;	GO:0005737|cytoplasm;GO:0005783|endoplasmic reticulum;GO:0005615|extracellular space;GO:0005794|Golgi apparatus;GO:0005764|lysosome;	GO:0004180|carboxypeptidase activity;GO:0046872|metal ion binding;GO:0070573|metallodipeptidase activity;GO:0042803|protein homodimerization activity;	.	.	9.173375176	15.54369899	10.41006591	12.27786037	10.07266439	9.781516767	2.378295887	3.785003925	2.472651117	3.4028631	2.186538738	5.342690354	9.466944773	16.75510296	11.46878821	11.71836692	12.88754289	12.92260288	2.67681296	2.420393493	2.852422861	2.216174153	1.724021269	2.242001651	14.2677764	14.73673185	10.38077019	10.18105283	16.59231159	13.5192449	2.729386208	3.102022698	1.807248495	2.724533601	3.019847	2.91226672	9.518607154	14.3754451	10.61617705	13.32144476	11.07380376	6.987138436	2.59739033	3.384949919	3.033533814	3.981469924	3.309684351	3.460531793
