GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Lint1	Lint2	Lint3	Lint4	Lint5	Lint6	Lmus1	Lmus2	Lmus3	Lmus4	Lmus5	Lmus6	LMint1	LMint2	LMint3	LMint4	LMint5	LMint6	LMmus1	LMmus2	LMmus3	LMmus4	LMmus5	LMmus6	Mint1	Mint2	Mint3	Mint4	Mint5	Mint6	Mmus1	Mmus2	Mmus3	Mmus4	Mmus5	Mmus6	MLint1	MLint2	MLint3	MLint4	MLint5	MLint6	MLmus1	MLmus2	MLmus3	MLmus4	MLmus5	MLmus6
trak2	protein_coding	chrNC_030685.1:49057888-49088681:-	gi|512866633|ref|XP_004917836.1|	4125	0	PREDICTED: trafficking kinesin-binding protein 2 isoform X1 [Xenopus tropicalis]	gi|847166525|ref|XM_004917779.2|	5092	0	PREDICTED: Xenopus (Silurana) tropicalis trafficking protein, kinesin binding 2 (trak2), transcript variant X1, mRNA	O60296	848	0	Trafficking kinesin-binding protein 2	.	.	.	.	pfam04849	HAP1_N	HAP1 N-terminal conserved region. This family represents an N-terminal conserved region found in several huntingtin-associated protein 1 (HAP1) homologues. HAP1 binds to huntingtin in a polyglutamine repeat-length-dependent manner. However, its possible role in the pathogenesis of Huntington's disease is unclear. This family also includes a similar N-terminal conserved region from hypothetical protein products of ALS2CR3 genes found in the human juvenile amyotrophic lateral sclerosis critical region 2q33-2q34.	GO:0006493|protein O-linked glycosylation;GO:0006605|protein targeting;GO:0006357|regulation of transcription from RNA polymerase II promoter;	GO:0005737|cytoplasm;GO:0005769|early endosome;GO:0005739|mitochondrion;GO:0005634|nucleus;GO:0005886|plasma membrane;	GO:0050811|GABA receptor binding;GO:0005102|receptor binding;	K15374	TRAK2, GRIF1; trafficking kinesin-binding protein 2	75.21045814	34.20382104	39.32699356	36.02126723	23.06100711	40.82532054	1.583416157	1.624312778	1.518443548	2.055074325	2.032376208	2.091141649	82.61195623	36.80172673	78.53713222	76.04032569	87.1295042	49.42466581	2.318303024	1.879375245	1.963040604	2.30543615	2.057950714	2.240530762	53.61733566	59.64429202	70.6842404	69.95030243	79.04456651	85.28240791	2.136992821	2.161602998	1.740202296	2.048870643	2.481246322	1.729488084	75.28405357	72.52055714	75.84399893	75.8094173	90.57193502	78.68717178	1.793149947	1.909061547	2.187485669	1.83558537	2.117012172	1.7608587
gip	protein_coding	chrNC_030686.1:5270215-5277756:-	gi|847167723|ref|XP_012826941.1|	867	8.00E-116	PREDICTED: gastric inhibitory polypeptide isoform X1 [Xenopus tropicalis]	gi|847167722|ref|XM_012971487.1|	667	0	PREDICTED: Xenopus (Silurana) tropicalis gastric inhibitory polypeptide (gip), transcript variant X1, mRNA	P48756	52.8	9.00E-08	Gastric inhibitory polypeptide	.	.	.	.	pfam00123	Hormone_2	Peptide hormone. This family contains glucagon, GIP, secretin and VIP.	GO:0008344|adult locomotory behavior;GO:0055123|digestive system development;GO:0031018|endocrine pancreas development;GO:0035640|exploration behavior;GO:0007565|female pregnancy;GO:0060291|long-term synaptic potentiation;GO:0007613|memory;GO:0043950|positive regulation of cAMP-mediated signaling;GO:0070094|positive regulation of glucagon secretion;GO:0010828|positive regulation of glucose transport;GO:0032024|positive regulation of insulin secretion;GO:0050796|regulation of insulin secretion;GO:0010447|response to acidic pH;GO:0043200|response to amino acid;GO:0048678|response to axon injury;GO:0042493|response to drug;GO:0009749|response to glucose;GO:0033993|response to lipid;GO:0014070|response to organic cyclic compound;GO:0043434|response to peptide hormone;GO:0010269|response to selenium ion;GO:0042594|response to starvation;GO:0019233|sensory perception of pain;GO:0070328|triglyceride homeostasis;	GO:0005615|extracellular space;GO:0043025|neuronal cell body;GO:0034774|secretory granule lumen;	.	K05258	GIP; gastric inhibitory polypeptide	169.664053	217.4625547	253.0354966	336.7977179	264.5586089	290.1951365	0.0965581	0.0	0.0	0.0	0.0	0.0	168.2859446	50.8960911	429.8807274	177.123744	280.5568804	325.6263918	0.0	0.0	0.104645343	0.0	0.116657911	0.0	545.5199866	352.6452204	396.0768662	567.4446813	56.16027929	336.5246232	0.0	0.0	0.0	0.0	0.0	0.19070509	259.1103199	181.6264382	204.4471581	254.075767	220.2441086	320.6095872	0.0	0.093700876	0.09621919	0.0	0.0	0.093249925
leap2	protein_coding	chrNC_030679.1:28336829-28341110:-	gi|163915061|ref|NP_001106385.1|	402	3.00E-48	liver-expressed antimicrobial peptide 2 precursor [Xenopus tropicalis]	gi|163915060|ref|NM_001112914.1|	378	0	Xenopus (Silurana) tropicalis liver expressed antimicrobial peptide 2 (leap2), mRNA	Q969E1	76.6	1.00E-17	Liver-expressed antimicrobial peptide 2	.	.	.	.	pfam07359	LEAP-2	Liver-expressed antimicrobial peptide 2 precursor (LEAP-2). This family consists of several mammalian liver-expressed antimicrobial peptide 2 (LEAP-2) sequences. LEAP-2 is a cysteine-rich, and cationic protein. LEAP-2 contains a core structure with two disulfide bonds formed by cysteine residues in relative 1-3 and 2-4 positions. LEAP-2 is synthesized as a 77-residue precursor, which is predominantly expressed in the liver and highly conserved among mammals. The largest native LEAP-2 form of 40 amino acid residues is generated from the precursor at a putative cleavage site for a furin-like endoprotease. In contrast to smaller LEAP-2 variants, this peptide exhibits dose-dependent antimicrobial activity against selected microbial model organisms. The exact function of this family is unclear.	GO:0042742|defense response to bacterium;	GO:0005576|extracellular region;	.	.	.	523.0243324	468.0241572	1052.24766	522.1878871	393.1607147	472.0517537	15.33434586	24.60934124	15.52861602	12.99100556	24.00011358	9.624097599	843.553461	278.8878452	753.9000948	587.6326083	846.3562723	487.8892582	9.462209556	8.042449932	12.18702986	11.9075389	7.822252412	12.40590181	672.2877428	773.0693375	972.2310548	876.2680134	381.8605763	567.4848048	4.945186362	4.912442962	5.82622491	9.876890218	5.059622474	9.590498417	994.3779821	672.2169573	603.2437547	739.2733365	991.5952063	962.9303394	13.2580285	14.54991171	22.24165124	14.37308668	10.83145544	8.885385677
olfml3	protein_coding	chrNC_030678.1:67665487-67675124:-	gi|118403662|ref|NP_001072318.1|	2182	0	olfactomedin-like protein 3 precursor [Xenopus tropicalis]	gi|847088505|ref|XM_012965130.1|	3399	0	PREDICTED: Xenopus (Silurana) tropicalis olfactomedin-like 3 (olfml3), transcript variant X1, mRNA	Q0V9V5	843	0	Olfactomedin-like protein 3	.	.	.	.	pfam02191	OLF	Olfactomedin-like domain.	GO:0007275|multicellular organism development;	GO:0005576|extracellular region;	.	.	.	8.00281933	9.360153563	9.226142534	9.348891007	6.49129527	10.17766469	15.1337337	11.60687627	10.41838477	22.46619714	17.08023145	24.61711084	10.6006072	8.213690417	4.83179437	8.667559191	7.194080641	6.883743346	9.719989683	8.225960025	11.13012803	10.72227136	5.898069396	11.82956631	6.378092701	2.995641217	8.973021434	7.855334091	10.23905716	4.569213516	19.43510231	11.74807562	6.538778372	17.46271347	8.924112532	7.249202651	7.522674794	7.594882729	8.217862923	9.864698684	11.57080858	11.41727311	10.32993145	16.42295941	16.90037939	27.15342822	26.91738357	18.2472196
fbn1	protein_coding	chrNC_030679.1:93845661-93969772:-	gi|512827448|ref|XP_002936615.2|	14414	0	PREDICTED: fibrillin-1 [Xenopus tropicalis]	gi|847111608|ref|XM_002936569.3|	10642	0	PREDICTED: Xenopus (Silurana) tropicalis fibrillin 1 (fbn1), mRNA	P98133	97.1	3.00E-18	Fibrillin-1	.	.	.	.	pfam00683	TB	TB domain. This domain is also known as the 8 cysteine domain. This family includes the hybrid domains. This cysteine rich repeat is found in TGF binding protein and fibrillin.	GO:0034199|activation of protein kinase A activity;GO:0009653|anatomical structure morphogenesis;GO:0042593|glucose homeostasis;GO:0006006|glucose metabolic process;GO:0010737|protein kinase A signaling;GO:0090287|regulation of cellular response to growth factor stimulus;	GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005622|intracellular;GO:0001527|microfibril;	GO:0005509|calcium ion binding;GO:0005201|extracellular matrix structural constituent;GO:0008201|heparin binding;GO:0005179|hormone activity;	K06825	FBN1; fibrillin 1	4.285817321	4.940636365	2.775377593	6.093669282	4.000825932	4.692186471	18.89401209	14.54430105	9.499275537	25.4473315	19.255213	36.98403576	4.275003657	5.961227626	2.376377985	3.387448825	3.182126225	5.438037745	7.367186379	5.202748323	8.224699158	8.570987448	5.790845207	12.15308632	5.57771562	1.607550597	4.153016673	3.938063401	5.856855657	2.844185124	25.02121561	12.71894354	6.923264508	14.79097258	5.298522405	9.030240812	3.512449168	5.389475696	3.878642725	4.7662142	4.254638536	4.214032892	8.426996423	19.78550968	11.82007814	33.84318123	20.96488059	27.13040051
LOC101732593	protein_coding	chrNC_030682.1:4869522-4872931:-	gi|512849524|ref|XP_004915576.1|	774	7.00E-102	PREDICTED: cathelicidin-related peptide Oh-Cath-like [Xenopus tropicalis]	gi|847136883|ref|XM_004915519.2|	633	0	PREDICTED: Xenopus (Silurana) tropicalis cathelicidin-related peptide Oh-Cath-like (LOC101732593), mRNA	.	.	.	.	.	.	.	.	pfam00666	Cathelicidins	Cathelicidin. A novel protein family, showing a conserved proregion and a variable carboxyl-terminal antimicrobial domain. This region shows similarity to cystatins.	.	.	.	.	.	3.549644339	9.78889	5.9520704	26.10421495	2.237223216	9.485732015	0.503945639	2.931746639	2.041320415	7.589945865	0.099281471	1.766832876	6.187104843	34.95874367	1.374185713	4.561614656	1.422064354	1.182084787	7.388519687	6.984423105	0.873845931	11.39453805	0.608848409	0.638148042	7.450229054	4.446938378	15.48195583	2.335374025	11.10614614	2.565356612	2.824448355	12.97300078	28.09419079	5.008000674	3.921883181	6.569029309	7.946379946	7.333098126	1.758329862	14.18775299	5.252107198	4.518510703	5.882083066	4.303495014	0.502176837	5.140979577	0.860687441	4.185447713
lum	protein_coding	chrNC_030679.1:46030704-46040500:-	gi|58332414|ref|NP_001011006.1|	1735	0	lumican precursor [Xenopus tropicalis]	gi|58332413|ref|NM_001011006.1|	2090	0	Xenopus (Silurana) tropicalis lumican (lum), mRNA	Q9DE67	476	2.00E-161	Lumican	alr0124_1	80.9	3.00E-15	COG4886	pfam13855	LRR_8	Leucine rich repeat.	GO:0030199|collagen fibril organization;GO:0007601|visual perception;	GO:0005578|proteinaceous extracellular matrix;	.	K08122	LUM; lumican	38.34020167	28.36332841	22.03339582	56.97184314	36.20068737	41.1787339	48.55705238	39.50663477	26.39345371	124.6093777	32.09931696	114.5368617	44.04798626	52.16054826	27.49408796	24.89764391	30.82543606	43.00196717	23.13842521	9.147549969	25.94514535	26.31231102	14.4245584	27.6656842	42.52601216	11.33234974	47.77037116	39.48224276	36.59055146	26.88095732	89.7730118	36.81867785	21.17210098	63.10143658	17.48781981	29.71855908	26.4235579	45.70177349	35.28911923	46.65637846	36.96457532	36.24900122	28.32354566	58.40756594	31.70580915	133.7746787	47.61990749	104.9010416
fstl1	protein_coding	chrNW_016683629.1:37140-43868:+	gi|113931544|ref|NP_001039221.1|	1085	2.00E-139	follistatin-related protein 1 precursor [Xenopus tropicalis]	gi|113931543|ref|NM_001045756.1|	2043	0	Xenopus tropicalis follistatin like 1 (fstl1), mRNA	Q58D84	302	2.00E-94	Follistatin-related protein 1	.	.	.	.	pfam13499	EF-hand_7	EF-hand domain pair.	GO:0042594|response to starvation;	GO:0070062|extracellular exosome;GO:0005615|extracellular space;	GO:0005509|calcium ion binding;GO:0008201|heparin binding;	.	.	12.18697474	10.12152218	6.538970546	15.64710225	7.298935684	12.8639081	80.48298419	46.05291771	31.23814795	67.12720239	64.20344051	104.5666098	10.70197885	16.20975175	7.496840617	7.893120822	7.36593833	11.73899861	23.05104487	9.658914254	23.55657139	20.2584571	15.79239616	39.9984289	15.68538805	4.584642547	14.56014613	9.802659589	14.83587706	8.471852584	76.28864666	30.506884	14.90238287	44.60011835	11.15928787	20.70018667	8.485097314	15.28010166	10.44370155	18.51881625	12.84828209	10.22455221	30.94330361	64.95450437	29.10717243	109.4386096	100.4636719	83.79292513
tgfbi	protein_coding	chrNC_030679.1:26592857-26628941:+	gi|118403632|ref|NP_001072329.1|	3627	0	transforming growth factor-beta-induced protein ig-h3 precursor [Xenopus tropicalis]	gi|118403631|ref|NM_001078861.1|	2703	0	Xenopus tropicalis transforming growth factor beta induced (tgfbi), mRNA	P55906	1066	0	Transforming growth factor-beta-induced protein ig-h3	all4894	95.5	2.00E-21	COG2335	pfam02469	Fasciclin	Fasciclin domain. This extracellular domain is found repeated four times in grasshopper fasciclin I as well as in proteins from mammals, sea urchins, plants, yeast and bacteria.	GO:0007155|cell adhesion;GO:0008283|cell proliferation;	GO:0005578|proteinaceous extracellular matrix;	GO:0050840|extracellular matrix binding;	K19519	TGFBI, BIGH3; transforming growth factor-beta-induced protein	62.72268828	64.75744461	105.838533	48.3761995	48.58713462	85.98653967	43.90661102	22.38785302	15.10059463	73.34674312	14.78188351	33.63183587	127.3358435	58.43766342	32.57259516	93.08945522	89.58974071	63.35707782	15.931565	7.725687319	9.875928275	12.9172741	12.32505192	19.38225166	74.32532252	23.72097371	108.4926717	93.98882701	114.804788	52.88638823	42.30867043	22.30097453	10.84073762	51.25746665	4.750501335	23.25694475	107.898225	75.84153653	72.47945273	110.6044797	162.7446164	146.9548911	15.99456929	16.37685387	4.434215933	41.11813542	9.522283988	43.8652649
c3	protein_coding	chrNC_030679.1:130561577-130587377:+	gi|197246359|gb|AAI68633.1|	8682	0	Unknown (protein for IMAGE:7685509), partial [Xenopus tropicalis]	gi|847170837|ref|XM_012953413.1|	5117	0	PREDICTED: Xenopus (Silurana) tropicalis complement component 3 (c3), transcript variant X1, mRNA	Q0ZZJ6	1751	0	A.superbus venom factor 1	.	.	.	.	pfam07678	A2M_comp	A-macroglobulin complement component. This family includes the complement components region of the alpha-2-macroglobulin family.	GO:0006956|complement activation;GO:0006954|inflammatory response;	GO:0005615|extracellular space;	GO:0004866|endopeptidase inhibitor activity;GO:0046872|metal ion binding;	.	.	10.80560414	12.21537911	4.266307854	22.74027769	6.929052351	2.44836287	0.902160737	0.238792003	0.977033934	1.214852789	0.789925101	11.90996605	15.41694432	317.6258224	3.747035495	23.65599098	11.0081061	9.020817697	0.083503079	0.591448653	0.244430348	1.184757876	0.181659517	1.309010482	8.488263234	5.776605794	14.19040861	9.000277053	100.7915173	9.328490096	0.526699173	0.632214206	0.727093084	0.687443089	0.680024666	1.125994828	2.832734881	6.296420612	11.9306264	1.84450531	11.09993006	6.776699927	0.538819528	0.291821717	0.187290466	0.651412584	3.186218022	1.391582776
insl5	protein_coding	chrNC_030680.1:79760070-79764295:-	gi|512840178|ref|XP_004914375.1|	723	4.00E-89	PREDICTED: insulin-like peptide INSL5 [Xenopus tropicalis]	gi|847119592|ref|XM_004914318.2|	960	0	PREDICTED: Xenopus (Silurana) tropicalis insulin-like 5 (insl5), mRNA	Q5CZK5	88.6	6.00E-19	Insulin-like peptide INSL5	.	.	.	.	pfam00049	Insulin	Insulin/IGF/Relaxin family. Superfamily includes insulins; relaxins; insulin-like growth factor; and bombyxin. All are secreted regulatory hormones. Disulfide rich, all-alpha fold. Alignment includes B chain, linker (which is processed out of the final product), and A chain.	GO:2000253|positive regulation of feeding behavior;	GO:0005576|extracellular region;	GO:0001664|G-protein coupled receptor binding;GO:0005179|hormone activity;	K05255	RLN; relaxin	4.246408991	5.871841404	2.907677602	7.209903429	3.075333011	6.029805617	0.0	0.0	0.0	0.0	0.0	0.0	11.24539616	10.73354629	3.121720838	2.975994105	2.764230425	4.855310659	0.039326171	0.0	0.038371877	0.0	0.0	0.0	6.162027571	12.84808013	3.41124682	6.01625216	11.56879383	19.82615902	0.0	0.0	0.0	0.0	0.0	0.0	3.598679508	13.97940868	6.07934117	5.635551854	12.36488974	2.971996466	0.0	0.034358705	0.0	0.0	0.0	0.0
smpdl3b	protein_coding	chrNC_030678.1:53639955-53663046:-	gi|301620054|ref|XP_002939398.1|	2361	0	PREDICTED: acid sphingomyelinase-like phosphodiesterase 3b [Xenopus tropicalis]	gi|847101197|ref|XM_002939352.3|	1568	0	PREDICTED: Xenopus (Silurana) tropicalis sphingomyelin phosphodiesterase, acid-like 3B (smpdl3b), mRNA	Q92485	588	0	Acid sphingomyelinase-like phosphodiesterase 3b	.	.	.	.	pfam00149	Metallophos	Calcineurin-like phosphoesterase. This family includes a diverse range of phosphoesterases, including protein phosphoserine phosphatases, nucleotidases, sphingomyelin phosphodiesterases and 2'-3' cAMP phosphodiesterases as well as nucleases such as bacterial SbcD or yeast MRE11. The most conserved regions in this superfamily centre around the metal chelating residues.	GO:0006954|inflammatory response;GO:0045087|innate immune response;GO:0046466|membrane lipid catabolic process;GO:0050728|negative regulation of inflammatory response;GO:0034122|negative regulation of toll-like receptor signaling pathway;GO:0006685|sphingomyelin catabolic process;	GO:0031225|anchored component of membrane;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005886|plasma membrane;	GO:0016798|hydrolase activity, acting on glycosyl bonds;GO:0046872|metal ion binding;GO:0008081|phosphoric diester hydrolase activity;GO:0004767|sphingomyelin phosphodiesterase activity;	K01128	SMPDL3; sphingomyelin phosphodiesterase acid-like 3 [EC:3.1.4.-]	37.15497456	51.27735401	54.00411379	44.43198815	39.1989414	58.7631268	2.913764939	2.166754597	2.543689051	4.705270603	2.598007124	2.470740748	34.03463718	75.62195024	38.813779	48.93075673	42.71783704	40.40540425	6.86327568	4.919250045	5.253939017	1.213346197	7.313732144	1.775938125	39.25019713	42.04624906	46.75756745	49.98112564	24.11660123	41.1459731	8.974838868	5.742040389	3.87822814	15.75718387	1.311789258	13.02265109	51.39486982	46.88286442	31.27442097	57.17480875	32.67732243	37.71247391	3.317636842	5.923218296	0.976189466	1.724739113	1.358503149	1.091613295
pla2g3	protein_coding	chrNC_030677.1:131647707-131654460:-	gi|847096505|ref|XP_012811325.1|	1158	3.00E-155	PREDICTED: group 3 secretory phospholipase A2 [Xenopus tropicalis]	gi|847096504|ref|XM_012955871.1|	829	0	PREDICTED: Xenopus (Silurana) tropicalis phospholipase A2, group III (pla2g3), mRNA	Q9NZ20	179	7.00E-49	Group 3 secretory phospholipase A2	.	.	.	.	pfam05826	Phospholip_A2_2	Phospholipase A2. This family consists of several phospholipase A2 like proteins mostly from insects.	GO:0001675|acrosome assembly;GO:0050482|arachidonic acid secretion;GO:0060271|cilium assembly;GO:0016042|lipid catabolic process;GO:0019372|lipoxygenase pathway;GO:0043303|mast cell degranulation;GO:0036151|phosphatidylcholine acyl-chain remodeling;GO:0036152|phosphatidylethanolamine acyl-chain remodeling;GO:0036148|phosphatidylglycerol acyl-chain remodeling;GO:0006644|phospholipid metabolic process;GO:0007288|sperm axoneme assembly;	GO:0005814|centriole;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0042629|mast cell granule;GO:0005886|plasma membrane;	GO:0047498|calcium-dependent phospholipase A2 activity;GO:0046872|metal ion binding;GO:0004623|phospholipase A2 activity;	K01047	PLA2G, SPLA2; secretory phospholipase A2 [EC:3.1.1.4]	2.939524873	5.750431857	9.605869997	17.34114612	7.306803072	18.26026993	0.0	0.0	0.0	0.046886847	0.0	0.0	2.171384823	9.613223409	6.564845438	5.934915758	7.449505564	11.95333925	0.0	0.0	0.0	0.0	0.0	0.0	6.058822359	4.215947735	6.474071481	15.05191907	1.718186798	3.893951145	0.0	0.0	0.0	0.0	0.0	0.049188049	5.86698871	5.025298985	2.652632447	3.666186114	1.958075867	5.748905383	0.0	0.0	0.0	0.0	0.0	0.0
nell2	protein_coding	chrNC_030679.1:54574219-54690283:+	gi|148235875|ref|NP_001090754.1|	4339	0	protein kinase C-binding protein NELL2 precursor [Xenopus tropicalis]	gi|148235874|ref|NM_001097285.1|	3892	0	Xenopus (Silurana) tropicalis neural EGFL like 2 (nell2), mRNA	A2VCU8	1675	0	Protein kinase C-binding protein NELL2	.	.	.	.	pfam12947	EGF_3	EGF domain. This family includes a variety of EGF-like domain homologues. This family includes the C-terminal domain of the malaria parasite MSP1 protein.	.	GO:0005576|extracellular region;	GO:0005509|calcium ion binding;	.	.	15.80572898	11.6679623	12.27572247	11.93476797	10.51627553	10.52505616	7.611411672	7.585549786	5.863228956	6.996334474	9.468067693	7.491862182	17.92731969	13.82876478	10.85065368	11.28153317	12.08539236	11.59145729	4.93153158	4.132450337	5.023372844	4.312503059	4.263876106	5.697888501	11.15455324	4.55439918	14.19109883	12.04332038	23.78076107	9.668812412	5.550545383	3.969030621	3.336837903	5.303216623	4.679754267	3.388795733	9.377468142	13.52112187	16.82969863	14.54434357	18.61524374	18.13500338	6.810598492	8.522520602	8.006068353	11.82133202	14.05811222	7.005094466
smpdl3a	protein_coding	chrNC_030681.1:68275178-68295361:+	gi|349732204|ref|NP_001025618.2|	2425	0	acid sphingomyelinase-like phosphodiesterase 3a precursor [Xenopus tropicalis]	gi|847127930|ref|XM_012963075.1|	2259	0	PREDICTED: Xenopus (Silurana) tropicalis sphingomyelin phosphodiesterase, acid-like 3A (smpdl3a), transcript variant X1, mRNA	Q92484	583	0	Acid sphingomyelinase-like phosphodiesterase 3a	.	.	.	.	pfam00149	Metallophos	Calcineurin-like phosphoesterase. This family includes a diverse range of phosphoesterases, including protein phosphoserine phosphatases, nucleotidases, sphingomyelin phosphodiesterases and 2'-3' cAMP phosphodiesterases as well as nucleases such as bacterial SbcD or yeast MRE11. The most conserved regions in this superfamily centre around the metal chelating residues.	GO:0009143|nucleoside triphosphate catabolic process;	GO:0070062|extracellular exosome;GO:0005615|extracellular space;	GO:0008081|phosphoric diester hydrolase activity;GO:0008270|zinc ion binding;	K01128	SMPDL3; sphingomyelin phosphodiesterase acid-like 3 [EC:3.1.4.-]	27.36709936	28.0036866	29.35733441	23.7296851	20.5471915	23.38236586	2.931099622	1.683810429	2.617442352	1.831031262	2.677272522	1.764639869	22.87651715	30.17695597	24.80152208	32.70933419	26.61807937	21.90018888	3.403576743	11.29322831	3.17659446	3.587563042	2.092554295	3.177406955	19.39752582	23.99325884	17.58328226	24.18228109	18.17898976	20.66155258	1.62678309	3.292576582	3.423813819	1.958419378	4.938713573	1.894584449	27.10846413	27.42621175	25.12704411	27.43320079	25.23728831	26.45893715	3.028331989	2.637503273	3.611185423	2.03873766	3.438476596	3.113745002
grem1	protein_coding	chrNC_030684.1:90329424-90343248:-	gi|148225953|ref|NP_001083746.1|	850	1.00E-109	gremlin-1 precursor [Xenopus laevis]	gi|154147687|ref|NM_001100231.1|	1287	0	Xenopus (Silurana) tropicalis gremlin 1, DAN family BMP antagonist (grem1), mRNA	O73754	330	9.00E-111	Gremlin-1	.	.	.	.	pfam03045	DAN	DAN domain. This domain contains 9 conserved cysteines and is extracellular. Therefore the cysteines may form disulphide bridges. This family of proteins has been termed the DAN family after the first member to be reported. This family includes DAN, Cerberus and Gremlin. The gremlin protein is an antagonist of bone morphogenetic protein signaling. It is postulated that all members of this family antagonise different TGF beta pfam00019 ligands. Recent work shows that the DAN protein is not an efficient antagonist of BMP-2/4 class signals, we found that DAN was able to interact with GDF-5 in a frog embryo assay, suggesting that DAN may regulate signaling by the GDF-5/6/7 class of BMPs in vivo.	GO:0048263|determination of dorsal identity;GO:0007399|nervous system development;GO:0014032|neural crest cell development;GO:0014029|neural crest formation;GO:0039022|pronephric duct development;GO:0035582|sequestering of BMP in extracellular matrix;GO:0032525|somite rostral/caudal axis specification;	GO:0005615|extracellular space;	GO:0036122|BMP binding;GO:0016015|morphogen activity;	.	.	5.736814671	3.285961061	4.596110046	3.318655996	3.941827973	4.018152308	2.092017486	2.248243182	3.379545666	1.922360709	4.219577673	2.716522628	13.87027448	3.355559114	2.716487767	5.336823472	7.355801091	3.68486398	7.745400304	1.300640074	4.804378571	4.402555327	4.212496415	3.363972973	3.821718719	1.569767774	8.239727339	8.078985315	13.93640402	4.30145766	7.477719998	3.744170564	3.612972207	4.537411283	1.734172548	4.279360266	3.170066481	2.85089077	6.174230697	4.811869275	6.967107155	6.366556375	2.498933568	2.513473464	7.941617913	9.967242753	5.860396158	18.03877603
emilin1	protein_coding	chrNW_016684024.1:32372-41557:-	gi|148234006|ref|NP_001090870.1|	5021	0	EMILIN-1 [Xenopus tropicalis]	gi|148234005|ref|NM_001097401.1|	3201	0	Xenopus (Silurana) tropicalis elastin microfibril interfacer 1 (emilin1), mRNA	Q9Y6C2	666	0	EMILIN-1	.	.	.	.	pfam07546	EMI	EMI domain. The Pfam alignment is truncated at the C-terminus and does not include the final cysteine defined in Callebaut et al. This is to stop the family overlapping with other domains.	GO:0007155|cell adhesion;	GO:0005581|collagen trimer;GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005576|extracellular region;GO:0005578|proteinaceous extracellular matrix;	.	.	.	6.474074223	6.024193092	6.828881123	6.276201432	5.251290283	6.444805116	1.894719023	0.779677394	1.147954013	1.402431913	1.579241918	1.924101883	10.87753786	4.068976582	5.269658405	6.566475114	7.144076578	7.538765675	0.611558045	0.56923915	0.719571585	1.16505746	0.508695371	1.828517981	10.33408848	3.572534101	10.99524696	9.130684111	19.98603639	6.668577197	1.766637203	1.133925733	0.654446458	1.475200601	0.928633509	1.087455374	7.445294189	6.1739634	9.590731498	8.373437261	12.53970742	9.90149458	1.740968302	0.958613917	1.145751115	2.144477879	2.550681967	2.736886461
cetp	protein_coding	chrNC_030680.1:54043208-54070734:-	gi|147903954|ref|NP_001088804.1|	2307	0	cholesteryl ester transfer protein, plasma precursor [Xenopus laevis]	gi|147903953|ref|NM_001095335.1|	1082	0	Xenopus laevis cholesteryl ester transfer protein, plasma (cetp), mRNA	Q3V6R6	552	0	Cholesteryl ester transfer protein	.	.	.	.	pfam02886	LBP_BPI_CETP_C	LBP / BPI / CETP family, C-terminal domain. The N and C terminal domains of the LBP/BPI/CETP family are structurally similar.	GO:0008203|cholesterol metabolic process;GO:0030301|cholesterol transport;GO:0034375|high-density lipoprotein particle remodeling;GO:0043691|reverse cholesterol transport;GO:0034197|triglyceride transport;GO:0034372|very-low-density lipoprotein particle remodeling;	GO:0005615|extracellular space;GO:0034364|high-density lipoprotein particle;	GO:0017127|cholesterol transporter activity;GO:0008289|lipid binding;	.	.	2.728089422	4.267332009	1.602030502	3.361917508	2.845819854	2.964182533	1.322808783	0.60812557	0.446522463	1.219238576	1.493045478	0.50993957	3.015682681	3.286580563	2.028996672	3.003631625	2.203378273	3.605084293	0.459141876	0.304450212	0.209066798	0.311557972	0.266361409	0.232649607	2.810678539	3.871076693	2.053974831	2.607434606	4.357040868	3.832862948	0.744700279	0.34052878	0.114226372	0.370858843	0.451516042	0.163286643	1.780091361	2.379350298	4.63062899	3.879321421	2.746169692	2.20810077	0.395026726	1.337151999	1.153395118	0.810972141	0.49681958	0.345986349
