GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Llun1	Llun2	Llun3	Llun4	Llun5	Llun6	Lski1	Lski2	Lski3	Lski4	Lski5	Lski6	LMlun1	LMlun2	LMlun3	LMlun4	LMlun5	LMlun6	LMski1	LMski2	LMski3	LMski4	LMski5	LMski6	Mlun1	Mlun2	Mlun3	Mlun4	Mlun5	Mlun6	Mski1	Mski2	Mski3	Mski4	Mski5	Mski6	MLlun1	MLlun2	MLlun3	MLlun4	MLlun5	MLlun6	MLski1	MLski2	MLski3	MLski4	MLski5	MLski6
nid1	protein_coding	chrNC_030681.1:60252309-60300053:+	gi|512842629|ref|XP_002935874.2|	6427	0	PREDICTED: nidogen-1 isoform X1 [Xenopus tropicalis]	gi|847131246|ref|XM_002935828.3|	5418	0	PREDICTED: Xenopus (Silurana) tropicalis nidogen 1 (nid1), transcript variant X1, mRNA	P14543	1304	0	Nidogen-1	.	.	.	.	pfam07474	G2F	G2F domain. Nidogen, an invariant component of basement membranes, is a multifunctional protein that interacts with most other major basement membrane proteins. The G2 fragment or (G2F domain) contains binding sites for collagen IV and perlecan. The structure is composed of an 11-stranded beta-barrel with a central helix. This domain is structurally related to that of green fluorescent protein pfam01353. A large surface patch on the beta-barrel is conserved in all metazoan nidogens.	GO:0071711|basement membrane organization;GO:0007160|cell-matrix adhesion;GO:0022617|extracellular matrix disassembly;GO:0030198|extracellular matrix organization;GO:0032836|glomerular basement membrane development;GO:0010811|positive regulation of cell-substrate adhesion;	GO:0005605|basal lamina;GO:0005604|basement membrane;GO:0071944|cell periphery;GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005576|extracellular region;	GO:0005509|calcium ion binding;GO:0005518|collagen binding;GO:0043236|laminin binding;GO:0043394|proteoglycan binding;	K06826	NID; nidogen (entactin)	44.71574299	43.56852341	31.69946339	37.09053044	34.11418387	27.86874904	11.64304454	15.5626103	14.94600461	19.12479191	3.252357288	17.62747064	28.10137882	38.37773055	30.29297133	28.72545124	30.69769449	33.22915384	8.526353259	6.406535038	8.266829395	8.211014531	9.525546071	6.724764926	32.02197176	28.07287317	30.33994468	28.24322144	28.21672078	25.5607358	8.672820332	7.34602676	8.472014049	9.666176796	8.328020047	13.96772888	30.26908113	49.53218094	30.18857636	53.75611715	36.05846426	39.54636156	13.21600376	22.46238273	9.389656948	13.14348371	13.1588928	10.77535374
adamts7	protein_coding	chrNC_030679.1:115992458-116044591:-	gi|512827318|ref|XP_002933006.2|	9112	0	PREDICTED: A disintegrin and metalloproteinase with thrombospondin motifs 7 isoform X1 [Xenopus tropicalis]	gi|512827317|ref|XM_002932960.2|	7171	0	PREDICTED: Xenopus (Silurana) tropicalis ADAM metallopeptidase with thrombospondin type 1 motif, 7 (adamts7), transcript variant X1, mRNA	Q9UKP4	71.2	1.00E-10	A disintegrin and metalloproteinase with thrombospondin motifs 7	.	.	.	.	pfam01421	Reprolysin	Reprolysin (M12B) family zinc metalloprotease. The members of this family are enzymes that cleave peptides. These proteases require zinc for catalysis. Members of this family are also known as adamalysins. Most members of this family are snake venom endopeptidases, but there are also some mammalian proteins such as human ADAM8 and fertilin. Fertilin and closely related proteins appear to not have some active site residues and may not be active enzymes.	GO:0071773|cellular response to BMP stimulus;GO:0071347|cellular response to interleukin-1;GO:0071356|cellular response to tumor necrosis factor;GO:0032331|negative regulation of chondrocyte differentiation;GO:0036066|protein O-linked fucosylation;GO:0051603|proteolysis involved in cellular protein catabolic process;	GO:0009986|cell surface;GO:0005788|endoplasmic reticulum lumen;GO:0005578|proteinaceous extracellular matrix;	GO:0004222|metalloendopeptidase activity;GO:0008237|metallopeptidase activity;GO:0008270|zinc ion binding;	K08622	ADAMTS7; a disintegrin and metalloproteinase with thrombospondin motifs 7 [EC:3.4.24.-]	9.83217425	3.337240386	2.924539478	3.967322601	2.986201635	2.3165991	2.717148749	2.976652724	1.692586932	2.211862783	1.334360437	2.006254287	4.000083936	2.699880824	2.163559027	1.36588403	2.470958429	1.864158791	2.000388204	0.298996641	1.395639296	0.627233465	1.431769861	1.316819816	2.303933606	2.18145653	1.641480607	2.788571122	2.379832655	2.150045658	1.702737691	0.91444869	0.796022984	1.720238602	0.503689051	2.034939631	5.014736309	8.023168987	4.174025697	5.594573011	3.51576309	2.994026212	1.536657977	3.767321537	1.768820467	4.115107749	2.175156411	1.166568808
fbn2	protein_coding	chrNC_030677.1:159018045-159159808:+	gi|512810739|ref|XP_002931771.2|	14311	0	PREDICTED: fibrillin-2 [Xenopus tropicalis]	gi|847090290|ref|XM_002931725.3|	11646	0	PREDICTED: Xenopus (Silurana) tropicalis fibrillin 2 (fbn2), mRNA	Q61555	91.7	2.00E-16	Fibrillin-2	.	.	.	.	pfam00683	TB	TB domain. This domain is also known as the 8 cysteine domain. This family includes the hybrid domains. This cysteine rich repeat is found in TGF binding protein and fibrillin.	GO:0060346|bone trabecula formation;GO:0043010|camera-type eye development;GO:0048048|embryonic eye morphogenesis;GO:0030326|embryonic limb morphogenesis;GO:0035108|limb morphogenesis;GO:0030501|positive regulation of bone mineralization;GO:0045669|positive regulation of osteoblast differentiation;GO:0035583|sequestering of TGFbeta in extracellular matrix;	GO:0031012|extracellular matrix;GO:0005576|extracellular region;GO:0001527|microfibril;	GO:0005509|calcium ion binding;GO:0005201|extracellular matrix structural constituent;	.	.	4.44504709	2.416092404	2.688843039	2.868390708	3.048550477	1.804801922	1.758037875	1.805023972	0.945487376	4.075000214	1.113312698	2.766702267	3.163051103	5.682508124	2.713346126	2.138672516	2.699006676	2.413501384	1.007425455	0.935862933	0.855241002	1.044782255	0.647604368	1.158813447	2.943060358	2.231848248	2.068263676	2.750316941	2.739638318	2.091072172	1.940361586	1.162105334	1.334883848	1.093296938	0.85947442	1.84041559	2.714039411	3.667927028	3.201599867	3.398464837	3.075820746	3.624839538	0.888969159	2.25267403	1.657166672	1.872690077	1.105237768	1.345988686
mgp	protein_coding	chrNC_030680.1:117926840-117941101:-	gi|301612298|ref|XP_002935654.1|	456	4.00E-51	PREDICTED: matrix Gla protein [Xenopus tropicalis]	gi|847122534|ref|XM_004913905.2|	1635	0	PREDICTED: Xenopus (Silurana) tropicalis matrix Gla protein (mgp), transcript variant X2, mRNA	Q8MJ39	92.8	6.00E-21	Matrix Gla protein	.	.	.	.	pfam00594	Gla	Vitamin K-dependent carboxylation/gamma-carboxyglutamic (GLA) domain. This domain is responsible for the high-affinity binding of calcium ions. This domain contains post-translational modifications of many glutamate residues by Vitamin K-dependent carboxylation to form gamma-carboxyglutamate (Gla).	GO:0051216|cartilage development;GO:0030154|cell differentiation;GO:0001503|ossification;GO:0030500|regulation of bone mineralization;	GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;	GO:0005509|calcium ion binding;GO:0005201|extracellular matrix structural constituent;	K19481	MGP; matrix Gla protein	60.34360094	15.23221401	69.22065638	14.04736396	33.42219686	8.716301117	89.09323859	25.68272349	60.42245044	83.90331303	13.61967755	84.47591827	29.23068198	5.457243963	24.34212679	23.02914668	29.61386732	35.11088232	33.82207984	10.32738416	25.3436155	28.32297436	11.83503125	59.88009341	18.00635162	39.08403508	10.23283459	21.8662442	12.20040251	9.967171514	34.2204589	9.996912146	26.04328395	18.24214507	13.42113869	70.58746052	39.23245667	18.83217541	15.79103354	24.84419463	41.32489629	33.32765286	17.69212434	105.0381988	50.34749864	109.0927047	96.24213334	57.32806988
clu	protein_coding	chrNW_016683964.1:36869-39048:+	gi|49522319|gb|AAH75303.1|	796	6.00E-101	MGC89163 protein [Xenopus tropicalis]	gi|56789335|gb|BC088762.1|	702	0	Xenopus tropicalis MGC89163 protein, mRNA (cDNA clone MGC:108473 IMAGE:6998203), complete cds	P14018	185	7.00E-54	Clusterin	.	.	.	.	pfam01093	Clusterin	Clusterin.	GO:0008219|cell death;	GO:0042583|chromaffin granule;GO:0005829|cytosol;GO:0005783|endoplasmic reticulum;GO:0005576|extracellular region;GO:0031966|mitochondrial membrane;GO:0005634|nucleus;	.	.	.	91.73243624	35.84600717	56.98002116	79.25392532	56.41998444	31.19200847	36.64133809	45.97420559	54.22664486	36.04892946	30.0985621	29.11096356	116.4714657	421.3745278	60.48718155	63.51363154	66.66989201	63.65233038	61.40593379	166.9897699	36.53189654	58.93107702	68.50270948	33.38484288	73.76955725	88.46488328	32.91315498	70.37952273	116.3552601	60.01430752	68.5279465	27.73819552	47.578722	71.24117061	64.74596412	103.4496771	108.8883788	56.45017578	73.22227016	46.56027094	70.60139904	72.36603818	70.1919199	65.55733771	34.55326388	86.49781932	58.94898991	27.61819836
MGC108147	protein_coding	chrNC_030684.1:105339947-105401729:+	gi|352962136|ref|NP_001015873.2|	1320	5.00E-178	MGC108147 protein precursor [Xenopus tropicalis]	gi|847154180|ref|XM_012968343.1|	2005	0	PREDICTED: Xenopus (Silurana) tropicalis MGC108147 protein (MGC108147), transcript variant X1, mRNA	Q07203	192	1.00E-55	C-reactive protein	.	.	.	.	pfam00354	Pentaxin	Pentaxin family. Pentaxins are also known as pentraxins.	GO:0006953|acute-phase response;	GO:0005576|extracellular region;	GO:0046872|metal ion binding;	.	.	20.81015546	9.229619034	8.755312186	13.33300465	10.93991364	5.034544671	5.445970117	14.25415099	3.384790312	9.092923536	25.79961238	3.733507711	14.55490998	16.85279999	3.34798578	4.430743252	10.18514424	6.836693429	0.981410437	1.189749773	1.167730294	1.445659802	0.864077467	5.059128475	3.202700428	7.828088203	1.109751911	5.369217316	4.009344361	2.894944795	2.280193882	0.895466303	1.173833656	0.567420429	0.45354789	2.331437472	5.354795018	13.91134629	3.947915668	2.372783265	3.779479951	6.18593483	0.346193056	3.522121273	1.777736652	4.043614944	1.669227541	1.585053263
fstl1	protein_coding	chrNW_016683629.1:37140-43868:+	gi|113931544|ref|NP_001039221.1|	1085	2.00E-139	follistatin-related protein 1 precursor [Xenopus tropicalis]	gi|113931543|ref|NM_001045756.1|	2043	0	Xenopus tropicalis follistatin like 1 (fstl1), mRNA	Q58D84	302	2.00E-94	Follistatin-related protein 1	.	.	.	.	pfam13499	EF-hand_7	EF-hand domain pair.	GO:0042594|response to starvation;	GO:0070062|extracellular exosome;GO:0005615|extracellular space;	GO:0005509|calcium ion binding;GO:0008201|heparin binding;	.	.	214.6163249	120.4362113	104.7750481	151.1767585	124.9056438	76.54667792	84.14206191	117.452013	73.65490162	131.7327292	73.45378505	116.4763035	149.6206792	131.8386458	128.0719101	92.54661196	126.2464116	182.3151856	69.0210228	21.35790609	59.39077007	37.12701124	72.48755363	77.94522407	134.662122	99.69092464	90.15556804	116.6984546	91.9919524	79.96510858	71.34580126	32.7853733	57.59228781	76.52472024	22.58488162	99.79091594	96.99895058	207.4568139	113.3964161	146.5165923	109.8442509	119.4991722	65.52490395	173.047601	50.35711171	142.0496003	90.39278292	79.11370534
enpp2	protein_coding	chrNC_030682.1:122888601-122942850:-	gi|847135208|ref|XP_012820111.1|	4946	0	PREDICTED: ectonucleotide pyrophosphatase/phosphodiesterase family member 2 isoform X1 [Xenopus tropicalis]	gi|847135211|ref|XM_012964658.1|	3508	0	PREDICTED: Xenopus (Silurana) tropicalis ectonucleotide pyrophosphatase/phosphodiesterase 2 (enpp2), transcript variant X2, mRNA	Q64610	1380	0	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2	SPBC725.05c	214	3.00E-59	COG1524	pfam01663	Phosphodiest	Type I phosphodiesterase / nucleotide pyrophosphatase. This family consists of phosphodiesterases, including human plasma-cell membrane glycoprotein PC-1 / alkaline phosphodiesterase i / nucleotide pyrophosphatase (nppase). These enzymes catalyse the cleavage of phosphodiester and phosphosulfate bonds in NAD, deoxynucleotides and nucleotide sugars. Also in this family is ATX an autotaxin, tumor cell motility-stimulating protein which exhibits type I phosphodiesterases activity. The alignment encompasses the active site. Also present with in this family is 60-kDa Ca2+-ATPase form F. odoratum.	GO:0006935|chemotaxis;GO:0006955|immune response;GO:0034638|phosphatidylcholine catabolic process;GO:0009395|phospholipid catabolic process;GO:0010634|positive regulation of epithelial cell migration;GO:2000394|positive regulation of lamellipodium morphogenesis;GO:0050731|positive regulation of peptidyl-tyrosine phosphorylation;GO:0045765|regulation of angiogenesis;GO:0030334|regulation of cell migration;	GO:0005615|extracellular space;GO:0005887|integral component of plasma membrane;	GO:0047391|alkylglycerophosphoethanolamine phosphodiesterase activity;GO:0005509|calcium ion binding;GO:0004622|lysophospholipase activity;GO:0003676|nucleic acid binding;GO:0004551|nucleotide diphosphatase activity;GO:0004528|phosphodiesterase I activity;GO:0030247|polysaccharide binding;GO:0005044|scavenger receptor activity;GO:0008270|zinc ion binding;	K01122	ENPP2; ectonucleotide pyrophosphatase/phosphodiesterase family member 2 [EC:3.1.4.39]	189.098367	147.6598141	122.2242658	66.07131188	150.763588	60.2307352	12.84405062	19.88783474	12.92709631	15.0186657	12.73787907	8.089159453	200.3551838	89.89470767	147.6165661	74.72513008	158.0745574	98.80941824	14.54554251	3.606725007	14.54123261	7.374055729	16.39697935	14.12316942	99.928514	95.5837864	85.01578726	184.8420282	80.92969958	62.36172193	9.368739759	4.741104252	4.733751568	11.92345929	3.700117116	10.89678108	144.7920033	142.3827513	150.4088503	162.155291	196.9094119	161.9750135	11.01126492	13.68019327	17.25181774	22.75779063	15.88746662	10.37795944
col5a2	protein_coding	chrNC_030685.1:39677783-39793267:+	gi|512867119|ref|XP_002931546.2|	2285	0	PREDICTED: collagen alpha-2(V) chain [Xenopus tropicalis]	gi|847166874|ref|XM_002931500.3|	6892	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type V, alpha 2 (col5a2), mRNA	P05997	58.2	1.00E-06	Collagen alpha-2(V) chain	.	.	.	.	pfam01410	COLFI	Fibrillar collagen C-terminal domain. Found at C-termini of fibrillar collagens: Ephydatia muelleri procollagen EMF1 alpha, vertebrate collagens alpha(1)III, alpha(1)II, alpha(2)V etc.	GO:0071230|cellular response to amino acid stimulus;GO:0030574|collagen catabolic process;GO:0030199|collagen fibril organization;GO:0030198|extracellular matrix organization;GO:0048592|eye morphogenesis;GO:1903225|negative regulation of endodermal cell differentiation;GO:0001503|ossification;GO:0001501|skeletal system development;GO:0043588|skin development;	GO:0005588|collagen type V trimer;GO:0005788|endoplasmic reticulum lumen;GO:0031012|extracellular matrix;GO:0005576|extracellular region;	GO:0005201|extracellular matrix structural constituent;GO:0046872|metal ion binding;	.	.	122.3019215	78.76266917	78.6221553	95.18466465	81.46134241	68.46959032	41.52745952	59.25310777	27.97800041	88.19554595	38.62491248	70.3259851	90.04630851	89.34054063	79.22255743	58.18868823	80.8911258	93.73499192	26.72657068	11.45455629	19.11448414	18.42312964	22.56566234	32.37634883	77.57876984	80.98863606	64.99443271	85.76779296	69.69107423	73.46770179	37.20019381	21.22701306	26.99513718	25.18434068	13.33390001	43.55067443	64.60964951	127.2394313	78.19190888	116.9952528	81.09442915	83.14531787	23.01404214	70.79128631	24.00008036	58.90397616	32.26769642	35.10894127
LOC101733520	protein_coding	chrNW_016684970.1:11388-12401:-	gi|847176056|ref|XP_012810718.1|	484	8.00E-61	PREDICTED: C-C motif chemokine 21c-like, partial [Xenopus tropicalis]	gi|847176055|ref|XM_012955264.1|	290	5.00E-149	PREDICTED: Xenopus (Silurana) tropicalis C-C motif chemokine 21c-like (LOC101733520), partial mRNA	Q99731	59.3	4.00E-11	C-C motif chemokine 19	.	.	.	.	pfam00048	IL8	Small cytokines (intecrine/chemokine), interleukin-8 like. Includes a number of secreted growth factors and interferons involved in mitogenic, chemotactic, and inflammatory activity. Structure contains two highly conserved disulfide bonds.	GO:0007257|activation of JUN kinase activity;GO:0007154|cell communication;GO:0048469|cell maturation;GO:0006874|cellular calcium ion homeostasis;GO:0071346|cellular response to interferon-gamma;GO:0071347|cellular response to interleukin-1;GO:0071356|cellular response to tumor necrosis factor;GO:0098586|cellular response to virus;GO:0070098|chemokine-mediated signaling pathway;GO:0002407|dendritic cell chemotaxis;GO:0001768|establishment of T cell polarity;GO:0007186|G-protein coupled receptor signaling pathway;GO:0006955|immune response;GO:0001771|immunological synapse formation;GO:0006954|inflammatory response;GO:0072610|interleukin-12 secretion;GO:0048247|lymphocyte chemotaxis;GO:0097029|mature conventional dendritic cell differentiation;GO:0002548|monocyte chemotaxis;GO:0002408|myeloid dendritic cell chemotaxis;GO:2000107|negative regulation of leukocyte apoptotic process;GO:2000147|positive regulation of cell motility;GO:0050921|positive regulation of chemotaxis;GO:0002606|positive regulation of dendritic cell antigen processing and presentation;GO:2000549|positive regulation of dendritic cell dendrite assembly;GO:0045807|positive regulation of endocytosis;GO:0070374|positive regulation of ERK1 and ERK2 cascade;GO:0010560|positive regulation of glycoprotein biosynthetic process;GO:0043547|positive regulation of GTPase activity;GO:0043123|positive regulation of I-kappaB kinase/NF-kappaB signaling;GO:0050718|positive regulation of interleukin-1 beta secretion;GO:0032735|positive regulation of interleukin-12 production;GO:0046330|positive regulation of JNK cascade;GO:0090023|positive regulation of neutrophil chemotaxis;GO:0042346|positive regulation of NF-kappaB import into nucleus;GO:0043552|positive regulation of phosphatidylinositol 3-kinase activity;GO:0045860|positive regulation of protein kinase activity;GO:0051897|positive regulation of protein kinase B signaling;GO:0048260|positive regulation of receptor-mediated endocytosis;GO:0042102|positive regulation of T cell proliferation;GO:0045627|positive regulation of T-helper 1 cell differentiation;GO:0032760|positive regulation of tumor necrosis factor production;GO:0060491|regulation of cell projection assembly;GO:0051209|release of sequestered calcium ion into cytosol;GO:0071731|response to nitric oxide;GO:0034695|response to prostaglandin E;GO:0009615|response to virus;GO:0031295|T cell costimulation;	GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005622|intracellular;	GO:0048020|CCR chemokine receptor binding;GO:0031735|CCR10 chemokine receptor binding;GO:0031732|CCR7 chemokine receptor binding;GO:0008009|chemokine activity;GO:0042379|chemokine receptor binding;	K05512	CCL19, ELC; C-C motif chemokine 19	9.270288987	7.099532079	5.911326334	5.272809816	6.76724324	2.838577903	68.8130249	36.24363651	14.1029456	40.85608599	17.26859509	17.5090714	25.10435984	4.255981754	17.22596408	5.301613477	15.54098172	13.04731166	62.27622352	14.52069085	48.40794111	18.54941683	81.12243463	41.54220482	12.03381399	6.476611573	3.58526402	19.37350212	5.543648249	7.347775243	40.81641402	21.42943498	33.47517232	43.90529705	18.88573413	15.4338446	9.20195791	6.631464362	11.50163377	7.328989015	9.517170126	5.96255385	26.43590953	16.56695283	70.87980529	19.20118736	51.48639617	29.6343471
fbln2	protein_coding	chrNC_030680.1:118220592-118267205:+	gi|512838908|ref|XP_002941979.2|	5307	0	PREDICTED: fibulin-2-like [Xenopus tropicalis]	gi|847120977|ref|XM_002941933.3|	4060	0	PREDICTED: Xenopus (Silurana) tropicalis fibulin-2-like (LOC100487324), mRNA	P98095	283	4.00E-77	Fibulin-2	.	.	.	.	pfam07645	EGF_CA	Calcium-binding EGF domain.	GO:0010811|positive regulation of cell-substrate adhesion;	GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005576|extracellular region;GO:1903561|extracellular vesicle;GO:0005578|proteinaceous extracellular matrix;	GO:0005509|calcium ion binding;GO:0050840|extracellular matrix binding;GO:0005201|extracellular matrix structural constituent;	K17307	FBLN1_2; fibulin 1/2	24.48465031	20.24211825	10.51371612	24.98790366	18.35358394	11.46244791	7.452616565	7.781721957	3.858937861	12.32343898	2.669704525	12.32119839	12.1996767	13.63651297	14.96541397	12.75416728	13.40623149	16.06505721	4.626883134	2.226912672	4.790570389	3.454355686	5.879672258	4.848212038	26.24722185	18.37029688	16.88773171	13.29610013	13.50883516	12.91109078	7.046989739	4.421946901	4.414308438	5.011282064	2.837511778	6.071059596	11.58278194	28.89423758	13.83423552	19.92126744	16.06926445	14.58329057	5.438889811	10.94602241	6.202389944	7.412703283	7.957564925	7.332384169
kitlg	protein_coding	chrNC_030679.1:45163481-45200603:-	gi|847110277|ref|XP_012814626.1|	1520	0	PREDICTED: kit ligand isoform X1 [Xenopus tropicalis]	gi|847110276|ref|XM_012959172.1|	4614	0	PREDICTED: Xenopus (Silurana) tropicalis KIT ligand (kitlg), transcript variant X1, mRNA	Q09108	166	3.00E-43	Kit ligand	.	.	.	.	pfam02404	SCF	Stem cell factor. Stem cell factor (SCF) is a homodimer involved in hematopoiesis. SCF binds to and activates the SCF receptor (SCFR), a receptor tyrosine kinase. The crystal structure of human SCF has been resolved and a potential receptor-binding site identified.	GO:0007155|cell adhesion;GO:0035234|ectopic germ cell programmed cell death;GO:0035162|embryonic hemopoiesis;GO:0097192|extrinsic apoptotic signaling pathway in absence of ligand;GO:0008584|male gonad development;GO:0033026|negative regulation of mast cell apoptotic process;GO:0001755|neural crest cell migration;GO:0045740|positive regulation of DNA replication;GO:1902035|positive regulation of hematopoietic stem cell proliferation;GO:0002687|positive regulation of leukocyte migration;GO:0043406|positive regulation of MAP kinase activity;GO:0070668|positive regulation of mast cell proliferation;GO:0045636|positive regulation of melanocyte differentiation;GO:0002763|positive regulation of myeloid leukocyte differentiation;GO:0050731|positive regulation of peptidyl-tyrosine phosphorylation;GO:0046579|positive regulation of Ras protein signal transduction;	GO:0005737|cytoplasm;GO:0005856|cytoskeleton;GO:0005615|extracellular space;GO:0030175|filopodium;GO:0016021|integral component of membrane;GO:0030027|lamellipodium;GO:0005886|plasma membrane;	.	K05461	KITLG; KIT ligand	24.40453739	14.36267224	29.6044103	17.95303624	17.83190148	9.837617467	13.97105836	10.65481585	12.7503574	15.37674754	6.935871884	14.79294452	18.91387146	15.052729	14.02200085	11.62337722	17.43799932	15.46010279	14.89780345	6.690043595	10.45910031	11.71541613	7.804585057	14.2951732	15.67730585	21.83988922	13.25575714	19.39888417	10.46837103	15.03915721	12.12792622	15.11365145	14.57969677	15.87151554	9.104185899	13.74343461	13.41633997	25.54880334	23.09495548	31.99868775	17.56984999	19.15659215	13.47665269	9.92240811	20.94851486	10.89282711	16.44131508	12.84535709
cpxm2	protein_coding	chrNC_030683.1:11521505-11579558:+	gi|512851654|ref|XP_002937851.2|	3837	0	PREDICTED: inactive carboxypeptidase-like protein X2 [Xenopus tropicalis]	gi|847152100|ref|XM_012967723.1|	3727	0	PREDICTED: Xenopus (Silurana) tropicalis carboxypeptidase X (M14 family), member 2 (cpxm2), transcript variant X1, mRNA	Q8N436	1099	0	Inactive carboxypeptidase-like protein X2	BH3831	53.5	2.00E-06	COG2866	pfam00246	Peptidase_M14	Zinc carboxypeptidase.	GO:0006508|proteolysis;	GO:0005615|extracellular space;	GO:0008270|zinc ion binding;	K08639	CPXM2; carboxypeptidase X2	28.5612473	12.10772913	9.928584281	15.10784208	16.73926975	11.9851067	5.178469356	4.016052746	1.631467767	6.437553152	5.482966902	4.055120373	20.50863028	13.71529004	21.44317324	12.47728567	21.06728192	26.44139572	3.752853395	1.7712197	2.934958103	1.711832487	3.588178823	3.361105232	19.3234001	12.50298608	14.14341879	22.66667235	14.44588125	12.33579985	1.607411736	1.956520334	2.939761433	4.859652874	1.228422518	2.999480663	9.495215828	18.0858119	14.72731346	19.37813563	15.91689017	13.05354612	1.120982051	3.244446087	3.851491202	5.156465043	2.976191706	2.24210254
crispld2	protein_coding	chrNC_030680.1:64499673-64533829:-	gi|73853836|ref|NP_001027499.1|	2724	0	cysteine-rich secretory protein LCCL domain-containing 2 precursor [Xenopus tropicalis]	gi|73853835|ref|NM_001032328.1|	4415	0	Xenopus (Silurana) tropicalis cysteine-rich secretory protein LCCL domain containing 2 (crispld2), mRNA	Q4V9Y5	1053	0	Cysteine-rich secretory protein LCCL domain-containing 2	YJL078c_1	64.3	2.00E-10	COG2340	pfam03815	LCCL	LCCL domain.	.	GO:0005576|extracellular region;	.	.	.	80.78816726	59.28917777	60.65034207	52.07169558	41.04285764	36.60683214	7.044147803	11.69328703	13.29674707	10.42827002	12.95888055	5.963410081	39.09642404	86.51557322	42.78612078	46.37128577	42.18047271	28.40391938	9.136722148	34.89763794	12.02595403	15.95551952	14.68483057	8.782558225	52.18335624	42.77502282	40.68893444	35.46089856	35.83933097	31.81285922	13.01806329	7.491538476	9.333462027	10.5397113	10.16649939	12.26524501	62.39082624	99.24825393	65.44403566	76.1141677	61.88855137	57.11356791	8.786125286	10.62429788	10.31451089	10.27004132	13.09025588	8.346750466
tf	protein_coding	chrNC_030681.1:126324097-126345250:+	gi|73853808|ref|NP_001027487.1|	3678	0	serotransferrin precursor [Xenopus tropicalis]	gi|73853807|ref|NM_001032316.1|	2302	0	Xenopus (Silurana) tropicalis transferrin (tf), mRNA	Q501K5	1421	0	Serotransferrin	.	.	.	.	pfam00405	Transferrin	Transferrin.	GO:0006811|ion transport;GO:0055072|iron ion homeostasis;	GO:0005615|extracellular space;	GO:0046872|metal ion binding;	K14736	TF; transferrin	6.844126636	5.614723097	2.80501251	30.09585794	8.111854902	4.982513951	27.55467563	12.43530708	14.43188552	17.90241369	8.910416673	19.14370963	13.29906385	72.10042649	4.314931195	25.53986656	9.839263529	8.81840145	16.57841276	53.80232466	9.232632522	9.069038659	34.59633242	15.242575	24.28289092	13.08082769	12.59635911	4.881247277	314.9668786	25.5744894	51.52944977	21.11706461	37.15780126	26.28686469	38.75048547	23.05794211	11.05141021	7.974413152	6.830745638	4.067453809	5.254965556	4.739997196	26.07333276	15.13119823	21.82068589	16.70203815	59.32565849	41.78262715
rcn3	protein_coding	chrNC_030683.1:102660411-102672722:+	gi|45361627|ref|NP_989389.1|	1645	0	calumenin precursor [Xenopus tropicalis]	gi|847099163|ref|XM_012956681.1|	2285	0	PREDICTED: Xenopus (Silurana) tropicalis reticulocalbin 3, EF-hand calcium binding domain (rcn3), transcript variant X1, mRNA	Q7SXV9	368	2.00E-119	Calumenin-B	.	.	.	.	pfam13499	EF-hand_7	EF-hand domain pair.	.	GO:0005789|endoplasmic reticulum membrane;GO:0005576|extracellular region;GO:0005794|Golgi apparatus;GO:0042470|melanosome;GO:0033018|sarcoplasmic reticulum lumen;	GO:0005509|calcium ion binding;	.	.	31.2225684	27.27307626	15.27944355	38.99524268	22.42967073	28.86287013	12.68735543	21.72783678	7.362268899	38.24209217	16.19177499	24.24796963	32.50084507	38.33129794	47.76399134	34.79239802	24.83612087	62.49812259	12.85392191	6.648318861	11.47855387	8.729168672	6.092960835	24.64395156	53.84853538	46.82327144	27.15097072	37.07675152	31.99801794	24.5778418	27.30958965	14.13214894	15.25881489	18.07706726	9.188475392	19.39096499	11.46924996	34.70345955	16.45320306	28.59467758	14.73386808	16.5666454	7.298109527	22.41918606	8.265035599	20.41736917	6.857607049	7.823372309
